gazeX,gazeY,status,timestamp
471.78,320.025,1,0.0
470.5,318.9375,1,0.001999999999497959
469.26,317.92499999999995,1,0.0039999999999054126
468.86,317.5875,1,0.0059999999994033715
468.46000000000004,317.25,1,0.007999999999810825
467.78,317.5875,1,0.010000000000218279
467.86,317.9625,1,0.011999999999716238
467.1,318.7125,1,0.014000000000123691
467.5,317.5875,1,0.01599999999962165
467.22,318.7875,1,0.018000000000029104
466.98,318.9375,1,0.019999999999527063
467.14,318.075,1,0.021999999999934516
467.18,317.9625,1,0.023999999999432475
467.26,318.0375,1,0.02599999999983993
467.46000000000004,317.25,1,0.028000000000247383
467.1,317.85,1,0.02999999999974534
467.18,317.3625,1,0.032000000000152795
466.82,317.8125,1,0.033999999999650754
466.9,317.2875,1,0.03600000000005821
466.62,318.1875,1,0.03799999999955617
466.41999999999996,316.725,1,0.03999999999996362
466.22,317.9625,1,0.04199999999946158
466.5,317.925,1,0.04399999999986903
466.54,317.7,1,0.04599999999936699
466.7,317.9625,1,0.047999999999774445
466.3,318.525,1,0.0500000000001819
466.34000000000003,318.11249999999995,1,0.05199999999967986
466.41999999999996,318.225,1,0.05400000000008731
466.5,318.1125,1,0.05599999999958527
466.29999999999995,318.0375,1,0.057999999999992724
466.46000000000004,317.475,1,0.05999999999949068
466.18,318.6375,1,0.06199999999989814
466.02,317.9625,1,0.0639999999993961
466.1,318.975,1,0.06599999999980355
465.86,318.9,1,0.068000000000211
466.18,318.525,1,0.06999999999970896
466.1,318.48749999999995,1,0.07200000000011642
466.17999999999995,319.1625,1,0.07399999999961437
466.02,318.9375,1,0.07600000000002183
466.38,319.5,1,0.07799999999951979
465.98,319.2375,1,0.07999999999992724
465.94,318.8625,1,0.0819999999994252
466.1,317.92499999999995,1,0.08399999999983265
465.65999999999997,318.975,1,0.0860000000002401
465.98,318.8625,1,0.08799999999973807
465.94,319.0125,1,0.09000000000014552
465.98,317.51250000000005,1,0.09199999999964348
465.65999999999997,318.375,1,0.09400000000005093
466.1,317.5125,1,0.09599999999954889
465.7,317.8125,1,0.09799999999995634
465.86,318.45,1,0.0999999999994543
465.78,318.075,1,0.10199999999986176
465.62,317.0625,1,0.10399999999935972
466.17999999999995,318.45,1,0.10599999999976717
466.18,317.85,1,0.10800000000017462
466.18,318.4125,1,0.10999999999967258
465.98,317.2875,1,0.11200000000008004
466.3,318.3375,1,0.113999999999578
466.3,317.9625,1,0.11599999999998545
465.86,318.07500000000005,1,0.11799999999948341
466.41999999999996,318.11249999999995,1,0.11999999999989086
465.98,318.525,1,0.12199999999938882
466.02,317.9625,1,0.12399999999979627
466.29999999999995,318.6,1,0.12600000000020373
466.1,318.15,1,0.12799999999970169
466.3,317.175,1,0.13000000000010914
466.22,318.975,1,0.1319999999996071
466.14,318.9,1,0.13400000000001455
466.46000000000004,318.0375,1,0.1359999999995125
466.14,318.29999999999995,1,0.13799999999991996
