gazeX,gazeY
1051.811,185.862
1052.974,188.4511
1049.647,189.7382
1056.02,194.5852
1050.597,190.8808
1053.591,192.3657
1055.926,187.7957
1054.789,187.9075
1056.844,180.6518
1058.873,189.2563
1058.622,187.1145
1059.865,187.8095
1060.207,187.2848
1059.229,186.6268
1056.074,188.2148
1058.897,184.0233
1055.542,189.6352
1056.736,187.1895
1056.203,196.1433
1057.163,193.3868
1060.612,188.7174
1057.459,186.2781
1059.289,188.9866
1059.368,191.1963
1058.222,189.6652
1062.237,191.1526
1057.491,194.8974
1055.524,182.347
1055.849,193.0061
1059.62,194.3687
1060.637,195.3536
1060.28,194.0481
1059.273,193.8755
1059.874,188.0189
1057.489,191.2414
1063.524,185.7994
1060.707,190.1657
1062.293,191.7433
1059.007,196.0664
1061.39,187.0371
1059.479,188.328
1062.884,189.183
1056.361,193.3743
1061.08,186.0621
1058.52,187.026
1055.509,194.892
1059.971,187.5438
1059.128,188.5948
1059.037,189.0688
1061.334,186.253
1059.227,186.0005
1057.721,185.9451
1058.349,184.9278
1057.722,188.7733
1060.454,186.059
1060.481,187.0926
1060.145,194.6481
1059.879,192.7571
1062.107,184.8035
1058.472,181.187
1057.566,193.6656
1062.769,186.9912
1059.028,195.5192
1060.841,190.5171
1064.396,191.4767
1058.62,191.3278
1060.789,187.5257
1062.733,190.8999
1065.385,181.1829
1060.112,184.9626
1061.813,185.9759
1061.332,184.7569
1060.601,186.1299
1062.322,186.6268
1058.526,186.4346
1062.176,182.8884
1059.55,186.444
1059.994,183.2373
1059.187,184.2611
1061.331,185.8272
1064.886,182.4513
1059.948,179.3188
1062.445,177.0951
1058.088,181.066
1061.409,180.8381
1061.373,180.8314
1060.552,182.7581
1063.101,179.6921
1064.543,180.4056
1061.654,177.8753
1061.878,181.5675
1061.185,186.5647
1063.224,184.9929
1063.099,184.8712
1063.452,176.66
1063.788,181.4252
1062.882,183.7447
1059.985,182.7041
1063.04,173.7662
1060.745,183.875
1057.195,182.6547
1064.434,178.0649
1062.513,177.7048
1063.931,182.4455
1061.554,179.3967
1062.412,179.5054
1062.383,180.3026
1062.681,181.8939
1060.681,183.4949
1061.145,182.6681
1062.403,183.7944
1057.18,180.8524
1062.629,175.4743
1058.931,182.2908
1057.934,177.9362
1058.57,180.4943
1057.276,183.9211
1058.206,183.0043
1056.037,183.904
1050.461,184.6306
1036.242,187.4356
1006.864,189.1519
961.7913,198.5398
914.0071,201.122
872.059,200.2052
840.4609,204.1561
820.4342,201.8249
802.9026,202.149
785.6321,210.6603
763.9177,221.2985
737.2625,228.4529
718.0784,236.9496
703.1233,246.2758
696.3678,254.9873
676.6636,251.8606
653.0743,254.7672
635.5156,274.4308
623.11,272.8988
620.8248,273.1731
618.2096,285.2794
612.522,291.3562
611.743,291.5998
618.1496,314.6373
621.2476,303.8342
620.1863,323.639
616.4036,321.978
624.8854,330.0438
639.0154,318.364
650.1843,324.9293
649.2564,328.4844
646.2049,321.1056
647.245,336.9875
648.7892,316.4898
646.9691,329.1469
644.5479,322.6469
645.2134,318.544
643.5675,333.936
639.9333,323.3765
643.9628,321.0419
645.0592,318.4117
648.273,308.7961
645.5563,328.0523
647.6403,329.0465
642.6616,333.0531
645.3706,328.8058
646.0603,327.4249
647.2227,334.4402
646.5841,327.7684
643.4568,328.4739
643.8275,331.7206
650.9588,329.5078
643.1552,319.1403
648.7597,339.2611
643.7976,336.4678
646.6131,320.0171
647.2094,331.6212
642.5076,324.5531
644.1102,317.4143
646.5938,316.2187
645.335,325.3332
647.8682,311.2931
645.2027,323.1706
643.1207,315.8853
646.3579,325.5344
640.1138,319.1518
650.4142,328.4361
647.4554,327.3568
644.4788,334.3133
649.1811,337.5056
652.2935,357.2338
668.7696,387.9092
675.9254,395.5272
682.7397,383.734
681.6494,382.7546
681.4136,389.3068
677.4841,385.7571
673.1553,387.9221
677.2259,373.7775
676.593,391.5146
679.0401,374.4018
679.4922,371.296
670.5249,356.907
681.0608,368.6508
682.174,377.8269
679.7731,370.208
676.7073,349.9071
683.0501,369.5632
683.9154,362.9784
676.3355,356.3469
680.6892,351.1179
682.9053,380.9734
674.43,376.7824
680.0672,379.7084
677.4672,384.6575
680.1954,392.4852
681.3788,392.6841
678.6096,382.0019
680.3095,376.5973
679.5896,390.6115
680.7812,376.2772
679.6143,386.3726
682.6988,383.1409
683.5152,386.0337
673.4565,377.4888
676.5665,390.5897
678.2077,376.9121
680.6667,387.0969
678.6574,389.9404
682.6854,386.8904
680.8156,398.3079
678.1053,368.8522
678.7612,373.8134
683.1539,373.1757
682.3265,383.575
679.8024,371.2075
683.3455,386.2752
687.0738,382.8061
676.5212,355.2614
674.0982,369.3727
677.7171,372.9554
684.4117,387.2911
677.438,364.5245
679.1815,366.8365
678.8244,384.1439
677.1804,365.8374
674.7271,362.8209
684.4788,375.0269
685.1005,392.0022
682.5358,391.4038
684.6415,373.359
680.3258,375.5217
683.5116,393.8387
684.7763,393.2625
680.3256,391.9448
683.1199,384.1751
680.7615,373.2987
679.9806,365.7774
670.4579,376.3936
664.7381,363.3309
661.1788,369.7659
675.0137,375.3253
671.468,363.3527
671.285,358.2438
672.8561,374.1977
674.3612,361.2836
671.835,368.0847
674.3372,373.472
671.0874,374.2152
668.9624,380.7622
669.7693,381.1778
668.1231,365.4118
671.9401,378.3584
667.4498,375.7535
667.3007,367.0181
674.8877,376.0951
670.1917,362.214
669.9634,379.3206
675.1457,374.774
669.787,386.804
670.0972,373.2833
670.1128,372.5763
668.0369,372.761
669.6702,381.0751
670.5224,374.3124
671.172,378.2063
670.6236,368.3626
667.8259,370.3554
668.8033,365.1328
672.6987,377.3894
672.7491,374.646
667.8751,374.3157
675.0119,384.7031
671.0262,374.2548
673.3244,384.9688
671.3486,370.8246
666.248,374.0779
673.0609,391.9806
669.1742,376.4869
672.5338,376.6516
669.708,381.8556
672.7737,382.4242
672.3553,384.0689
670.0267,377.1115
672.9723,382.9375
670.2639,375.5913
670.8355,374.5755
668.8177,378.1582
675.4977,387.662
672.6208,386.8407
668.4905,379.8639
671.3094,383.8832
672.3019,392.1546
665.7047,382.5637
668.6483,368.8113
670.6507,382.2753
674.002,367.3512
671.8273,368.5847
671.1781,381.2172
669.8708,380.624
672.3246,375.0313
670.7982,390.5253
675.8601,376.5154
676.0765,374.0717
675.2758,379.675
671.9745,371.1796
671.7295,374.0427
673.5378,378.6869
674.575,374.9066
676.0658,380.0301
676.7759,381.7087
671.0459,370.8519
677.121,388.0421
673.7795,388.4363
672.8196,396.7563
674.3605,371.4676
672.2469,376.9759
674.2135,380.4234
674.6082,374.9679
673.6143,382.4531
678.175,388.4946
673.7693,382.5777
672.6611,378.7886
674.9674,378.7166
677.3295,378.8213
674.4521,381.9916
669.2102,374.3481
666.9129,369.7975
674.1202,379.4516
668.7449,374.6958
674.3975,383.8531
672.292,380.6953
673.8294,382.3173
673.8114,367.9151
674.1701,376.6616
671.4189,383.0423
672.3647,386.6011
673.6808,377.3186
673.1435,385.5507
671.3517,376.3871
675.1681,374.8109
671.369,369.9988
670.7425,365.0614
669.2999,384.3397
675.2025,370.0514
669.3432,367.6567
671.9752,369.9409
672.7981,375.9744
674.5327,372.2966
671.6589,381.625
669.812,373.9244
670.3802,384.7034
673.3467,370.9882
672.6705,361.3609
671.8014,371.8444
673.7636,369.7482
672.6395,388.7916
669.8846,378.6103
673.2737,383.6015
673.9622,379.7639
670.9682,374.8606
669.5746,391.477
676.4197,365.6234
673.1398,380.1479
671.8434,384.7719
675.5287,391.7528
669.9995,358.6561
670.4382,365.1755
673.2487,387.8857
675.1898,368.0166
669.3503,385.7099
