gazeX,gazeY
265.1448,145.29161
265.72937,147.39096
264.66647,146.40773
266.1014,147.55042
265.1448,146.72662
265.46365,147.12523
265.1448,147.01894
264.74622,146.43431
265.19794,147.17838
265.03848,146.43431
265.6231,146.7532
265.17136,146.88606
265.06506,147.01894
265.06506,146.48746
265.19794,147.4441
265.03848,147.25809
265.56995,146.7532
265.9154,147.12523
265.06506,146.99236
265.30423,147.7364
265.25107,147.23152
266.47342,147.97557
265.75598,147.12523
265.4371,146.6469
265.03848,147.49725
265.25107,146.91264
264.42734,145.87624
265.27765,146.06226
264.87906,147.52382
265.78253,147.41754
265.64966,147.81615
265.30423,147.15181
265.5168,147.89586
265.9154,148.00214
265.56995,146.40773
265.09164,148.00214
264.74622,147.23152
265.33078,147.01894
264.7196,146.62033
264.90564,146.56718
265.59653,146.70004
264.79935,146.48746
265.67624,147.23152
265.70282,147.6567
266.52658,147.07207
265.38394,147.23152
266.04825,146.93921
265.72937,146.24829
265.25107,146.93921
265.35736,146.67346
265.19794,146.96579
265.41052,146.62033
265.03848,145.8231
264.90564,146.59375
264.66647,145.74336
265.11823,146.51402
264.56018,146.03569
265.46365,145.8231
264.02872,146.43431
265.25107,146.08885
266.15457,146.03569
265.38394,146.24829
265.27765,145.9294
265.64966,147.12523
265.27765,145.21187
264.26788,145.26503
264.95877,145.74336
265.22452,146.6469
265.06506,146.14198
264.90564,145.66365
265.17136,145.34474
265.19794,145.63708
265.03848,143.80336
264.87906,144.7601
265.46365,146.22173
264.61334,144.8664
264.74622,146.328
265.01193,145.31818
264.95877,145.69023
265.6231,145.26503
264.74622,144.54749
265.96854,145.7168
265.01193,145.21187
265.41052,144.78667
265.30423,145.74336
266.1014,145.9294
265.4371,143.9894
265.9154,145.55736
265.6231,144.94612
265.70282,144.78667
265.35736,145.21187
265.03848,145.05243
265.9154,145.37132
265.56995,145.23845
265.35736,145.9294
265.38394,144.83983
265.78253,145.55736
265.5168,144.68036
264.21475,145.23845
264.98535,145.50421
265.19794,144.81325
264.66647,144.89297
265.49023,144.94612
265.33078,144.91956
266.0217,145.79652
265.41052,144.91956
265.49023,145.37132
265.78253,145.3979
266.314,145.69023
266.0217,145.3979
265.59653,145.15874
265.25107,145.15874
265.27765,146.03569
266.7923,145.02586
265.64966,145.21187
264.87906,144.73352
264.95877,145.74336
264.50705,144.6538
265.03848,145.1853
265.4371,144.49435
265.942,145.34474
265.09164,144.94612
265.70282,144.4412
264.6399,145.55736
265.59653,145.31818
265.11823,145.05243
264.90564,144.62723
266.04825,145.34474
265.17136,145.63708
265.64966,144.99927
265.75598,145.31818
265.86224,145.26503
266.52658,145.50421
265.64966,144.49435
265.8091,145.53078
265.46365,145.9294
265.70282,145.02586
265.5434,145.10558
264.87906,145.13214
264.87906,145.15874
265.01193,145.74336
265.59653,145.58392
265.19794,145.55736
265.06506,144.33488
265.35736,145.63708
265.75598,145.53078
265.38394,145.50421
265.99512,145.26503
265.49023,145.3979
265.49023,145.90282
265.01193,145.15874
265.41052,145.42448
265.56995,146.19513
265.30423,144.91956
265.49023,145.42448
265.75598,145.1853
264.58676,144.62723
264.5336,144.89297
263.20493,144.73352
262.67346,144.01596
262.27484,142.26187
262.4077,141.83661
262.46088,141.75688
262.27484,141.46451
262.14197,140.29497
262.06226,138.62024
262.328,137.61
262.4077,137.95561
261.8231,137.53024
261.6371,137.71634
262.19513,137.15802
261.92938,136.46674
262.5406,137.2378
262.11542,136.30719
261.98254,137.39731
260.4146,135.4031
261.1056,135.48288
261.53076,134.97763
261.7168,136.17424
261.1056,135.084
261.02585,135.53607
261.21188,135.7222
261.6105,136.14764
261.07898,135.61584
261.21188,136.2806
261.42447,135.66902
260.8398,136.7592
261.66364,136.12106
261.02585,137.02509
260.8664,135.96152
261.76996,135.82857
260.97272,135.96152
261.7965,135.4297
261.265,135.96152
261.90283,134.55214
261.13214,135.19037
261.47763,134.10004
260.5209,135.7488
261.1853,135.93494
261.1056,134.2862
261.55734,135.4563
260.9461,136.46674
261.34476,135.34993
261.6371,136.0147
260.9461,135.27016
261.53076,135.27016
261.84967,135.88174
260.97272,135.4297
262.2217,134.7383
261.265,135.34993
261.05243,135.1106
261.37134,135.77539
262.00912,135.82857
261.45105,135.53607
261.2916,134.7117
261.87625,135.084
261.3979,135.80199
261.3979,135.37653
261.1056,136.20084
261.76996,135.61584
261.98254,135.1106
261.58392,135.13719
260.99927,135.084
261.37134,134.84467
261.8231,135.90834
261.84967,136.0147
261.6371,135.69562
262.4343,135.64244
261.6105,135.37653
261.66364,135.16377
261.98254,136.30719
261.1853,135.66902
261.7965,135.37653
261.7168,135.19037
261.5042,136.65285
261.76996,136.30719
261.55734,134.60533
261.1056,135.53607
261.87625,135.98811
261.07898,136.0147
262.83292,136.36037
261.45105,136.59967
261.07898,134.89786
260.81323,135.4031
262.48746,135.19037
261.95596,136.09447
261.8231,135.64244
261.34476,135.80199
261.45105,135.4297
261.74338,135.90834
261.8231,135.93494
261.21188,135.53607
261.58392,134.49895
261.1056,135.90834
261.74338,135.34993
261.265,134.7649
261.55734,135.21696
261.6371,136.30719
261.07898,136.30719
261.66364,134.84467
261.45105,134.52554
261.95596,135.34993
261.31818,135.24356
261.76996,135.21696
261.31818,134.57874
261.45105,135.48288
261.55734,134.7649
261.21188,134.87126
261.6105,135.77539
260.73352,135.7488
261.265,135.084
261.76996,135.03082
261.34476,135.34993
260.89297,135.34993
260.73352,135.50948
260.68036,136.0147
260.89297,135.16377
261.13214,135.29674
260.97272,134.7649
260.9461,135.084
261.3979,134.89786
260.89297,135.34993
261.1853,135.00423
260.99927,134.47237
261.66364,135.48288
260.99927,135.4297
