gazeX,gazeY
266.128,156.53224
265.86224,156.3462
265.96854,156.47908
265.78253,156.53224
265.6231,156.63853
265.72937,156.00073
266.0217,156.45251
265.59653,156.08044
265.70282,156.10703
265.4371,155.78813
265.64966,155.57552
265.75598,155.44264
265.5434,155.54895
265.78253,156.00073
265.67624,156.53224
265.35736,156.21333
265.88882,156.50565
266.26083,156.16017
265.5168,156.21333
265.49023,155.921
265.46365,156.18675
265.8357,156.63853
265.5168,156.18675
265.72937,156.39935
266.18112,156.31964
265.49023,156.3462
265.75598,156.31964
265.06506,156.0273
265.8091,156.53224
265.9154,155.97414
265.35736,156.31964
265.56995,156.10703
265.72937,156.61197
265.41052,156.26648
265.88882,156.1336
265.5434,156.45251
265.75598,156.5588
265.64966,156.29305
265.30423,156.42593
265.27765,156.3462
265.25107,156.39935
265.5168,156.3462
265.25107,156.69168
265.17136,156.58539
265.1448,156.39935
264.74622,156.2399
264.95877,156.58539
265.01193,156.58539
265.22452,156.39935
264.69305,156.45251
265.03848,156.85115
264.74622,156.3462
264.87906,156.63853
265.03848,156.79799
264.58676,156.93088
264.10843,156.45251
264.3476,156.53224
264.7196,156.53224
264.50705,156.63853
264.4539,156.31964
264.82593,156.31964
264.61334,156.18675
264.1616,156.42593
264.5336,156.31964
264.6399,156.85115
264.29446,156.85115
263.763,156.45251
264.21475,156.45251
264.135,156.5588
264.18817,156.42593
264.26788,156.93088
264.18817,157.2498
264.135,156.37277
263.9756,156.42593
264.321,156.29305
264.0553,156.69168
264.08188,156.77141
264.18817,156.47908
264.00214,156.37277
264.2413,156.37277
264.48047,156.05388
264.21475,156.50565
264.1616,156.66512
264.50705,156.58539
264.18817,156.26648
263.9756,156.58539
264.29446,156.26648
263.9756,156.39935
264.1616,156.21333
263.86926,155.65526
264.135,156.50565
264.37418,156.61197
264.26788,156.29305
264.21475,156.66512
264.10843,156.10703
264.321,156.39935
264.5336,156.53224
264.6399,156.39935
264.58676,156.37277
264.69305,156.5588
264.56018,156.61197
264.26788,156.66512
264.87906,156.5588
264.77277,156.95744
264.08188,156.61197
264.58676,156.87772
264.74622,156.42593
264.48047,156.42593
264.40073,156.63853
264.66647,156.39935
264.85248,156.82457
264.4539,156.69168
264.21475,156.63853
264.4539,156.47908
264.74622,156.69168
264.6399,156.93088
264.48047,156.42593
264.26788,156.2399
264.50705,156.66512
264.3476,156.63853
264.95877,156.58539
264.7196,156.69168
264.29446,156.66512
264.74622,156.61197
264.18817,156.53224
264.321,156.45251
264.18817,156.66512
264.29446,156.66512
264.135,156.85115
264.26788,156.45251
264.95877,157.17006
264.7196,156.82457
264.37418,156.66512
264.21475,156.69168
264.29446,157.17006
263.78955,157.06375
264.3476,156.5588
264.42734,156.85115
264.18817,157.06375
264.26788,156.63853
264.58676,156.53224
264.7196,156.53224
264.69305,156.85115
264.37418,156.31964
264.58676,156.98404
264.48047,156.77141
264.21475,156.63853
264.4539,156.66512
264.2413,156.95744
264.3476,157.43582
263.60355,156.74484
263.39096,156.61197
263.07208,156.3462
262.19513,155.89442
261.8231,155.04402
260.9461,154.3531
260.46777,153.79506
260.14883,153.36987
260.28174,152.65239
260.30832,152.33353
260.73352,152.04121
261.05243,152.0678
261.47763,152.67897
261.98254,152.91812
262.35458,152.97127
262.62033,153.2636
262.56717,153.29016
262.5406,153.13072
262.328,153.3433
261.84967,153.71533
261.98254,153.10414
261.69022,153.21043
261.95596,153.31673
261.76996,152.89156
261.6105,153.13072
261.95596,153.237
262.38116,153.15729
262.72662,153.71533
262.11542,153.52933
262.16858,153.60904
261.92938,153.90135
262.16858,153.90135
261.98254,153.6356
261.87625,153.15729
261.8231,153.50275
262.4077,153.2636
262.06226,153.31673
262.16858,152.62582
262.4077,153.36987
262.35458,153.10414
262.08884,153.3433
262.14197,153.15729
262.2483,153.79506
262.2483,153.31673
262.30145,153.66219
261.95596,153.5559
262.59375,153.36987
262.27484,153.237
262.46088,153.5559
262.4343,153.31673
262.19513,153.44958
262.67346,153.3433
262.77975,153.10414
262.38116,153.29016
262.70004,152.67897
262.16858,152.99786
262.4343,153.3433
262.62033,153.36987
262.4077,152.86499
262.59375,153.2636
262.27484,153.07758
262.30145,153.13072
262.00912,153.02443
262.4343,153.237
262.62033,153.13072
262.2483,153.051
262.6469,153.237
262.38116,152.91812
262.27484,153.39645
262.38116,152.62582
262.2217,153.02443
262.27484,153.29016
262.80634,153.10414
262.70004,153.47618
262.38116,153.3433
262.59375,152.99786
262.59375,153.44958
262.83292,153.74191
262.59375,152.97127
262.2483,152.57268
262.88608,153.36987
262.56717,152.62582
262.16858,153.07758
261.8231,152.78526
262.70004,153.13072
262.11542,153.051
262.48746,152.97127
262.4343,152.86499
262.56717,153.5559
262.80634,153.31673
262.56717,153.47618
262.2217,152.83841
262.83292,152.9447
262.80634,152.65239
262.16858,152.78526
262.2217,153.10414
262.51404,152.99786
262.48746,153.2636
262.14197,153.10414
262.56717,153.3433
261.92938,152.99786
262.8595,153.29016
262.35458,153.2636
262.62033,153.36987
262.48746,152.9447
262.5406,152.97127
262.11542,153.02443
262.51404,153.50275
262.48746,153.237
263.01895,153.237
263.09866,153.44958
262.77975,153.44958
262.91263,153.07758
263.07208,152.7587
262.72662,153.21043
262.9392,152.78526
262.88608,153.07758
263.1252,152.62582
263.1252,153.02443
263.01895,153.051
262.88608,153.13072
263.47067,153.07758
263.23154,152.7587
263.41754,152.83841
263.2581,153.07758
263.52383,152.65239
263.47067,152.81184
263.44412,152.91812
263.52383,152.73213
263.36438,153.13072
263.49725,153.15729
263.60355,152.9447
263.63013,153.07758
263.6833,153.051
263.5504,153.02443
263.17838,152.67897
263.17838,152.83841
263.3378,152.70554
263.39096,152.78526
263.81613,152.86499
