gazeX,gazeY
268.81183,119.9915
268.70554,120.07146
268.81183,119.858246
268.81183,119.96486
268.865,119.96486
269.21045,119.9382
268.99786,119.911545
269.18387,119.96486
268.70554,120.36459
269.18387,120.311295
269.18387,120.01815
268.865,120.17805
269.21045,119.96486
269.21045,120.1514
269.0244,120.311295
269.051,120.01815
268.97128,120.284645
269.051,120.23135
268.97128,120.2047
268.9447,120.36459
268.9447,120.551125
268.9447,120.47118
269.0244,120.49783
268.91812,120.684364
268.865,120.63107
269.051,120.47118
269.07758,120.60442
269.3167,120.8176
269.10413,120.71101
269.051,120.60442
269.13074,120.95082
268.97128,120.89754
269.1573,121.35049
268.89157,121.03076
268.8384,121.24391
269.18387,121.40378
269.10413,121.40378
269.237,121.53699
268.99786,121.75012
269.42303,121.510345
269.76846,121.53699
269.52933,121.830055
269.8482,121.776764
270.0342,121.803406
270.27338,122.22966
270.29996,122.09646
270.3531,122.9755
270.29996,123.00214
270.672,122.8956
270.48596,123.56146
270.48596,124.28051
270.61884,124.49355
270.80487,124.52017
270.672,124.94623
270.61884,125.63849
270.588,125.76819
270.55722,125.89789
270.5264,126.027596
270.49557,126.157295
270.46478,126.286995
270.43396,126.416695
270.40317,126.546394
270.37234,126.676094
270.34152,126.8058
270.31073,126.9355
270.2799,127.0652
270.24908,127.1949
270.2183,127.3246
270.18747,127.45431
270.15665,127.58401
270.12585,127.71371
270.09503,127.84341
270.06424,127.97311
270.03342,128.10281
270.0026,128.23251
269.9718,128.36221
269.94098,128.49191
269.91016,128.62161
269.87936,128.75131
269.84854,128.88101
269.81772,129.01071
269.78693,129.14041
269.7561,129.27013
269.72528,129.39983
269.6945,129.52953
269.66367,129.65923
269.63287,129.78893
269.60205,129.91862
269.57123,130.04832
269.54044,130.17802
269.5096,130.30772
269.4788,130.43742
269.448,130.56712
269.41718,130.69684
269.38635,130.82654
269.35556,130.95624
269.32474,131.08594
269.29395,131.21564
269.26312,131.34534
269.2323,131.47504
269.2015,131.60474
269.1707,131.73444
269.13986,131.86414
269.10907,131.99385
269.07825,132.12355
269.04742,132.25325
269.01663,132.38295
268.9858,132.51265
268.95502,132.64235
268.9242,132.77205
268.89337,132.90175
268.86258,133.03145
268.83176,133.16115
268.80093,133.29085
268.77014,133.42056
268.73932,133.55026
268.7085,133.67996
268.6777,133.80966
268.64688,133.93936
268.6161,134.06906
268.58527,134.19876
268.55444,134.32846
268.52365,134.45816
268.49283,134.58786
268.462,134.71756
268.4312,134.84727
268.4004,134.97697
268.36957,135.10667
268.33878,135.23637
268.30795,135.36607
268.27716,135.49577
268.24634,135.62547
268.2155,135.75517
268.18472,135.88487
268.1539,136.01457
268.12308,136.14427
268.0923,136.27399
268.06146,136.40369
268.03064,136.53339
267.99985,136.66309
267.96902,136.79279
267.9382,136.92249
267.9074,137.05219
267.8766,137.18188
267.8458,137.31158
267.81497,137.44128
267.78415,137.57098
267.75336,137.7007
267.72253,137.8304
267.6917,137.9601
267.66092,138.0898
267.6301,138.2195
267.59927,138.3492
267.56848,138.4789
267.53766,138.6086
267.50687,138.7383
267.47604,138.868
267.44522,138.9977
267.41443,139.12741
267.3836,139.25711
267.35278,139.38681
267.322,139.51651
267.29117,139.64621
267.26035,139.77591
267.22955,139.90561
267.19873,140.03531
267.16794,140.16501
267.13712,140.29471
267.1063,140.42441
267.0755,140.55412
267.04468,140.68382
267.01385,140.81352
266.98306,140.94322
266.95224,141.07292
266.92142,141.20262
266.89062,141.33232
266.8598,141.46202
266.829,141.59172
266.7982,141.72142
266.76736,141.85114
266.73657,141.98083
266.70575,142.11053
266.67493,142.24023
266.64413,142.36993
266.6133,142.49963
266.5825,142.62933
266.5517,142.75903
266.52087,142.88873
266.49008,143.01843
266.45926,143.14813
266.42844,143.27785
266.39764,143.40755
266.36682,143.53725
266.336,143.66695
266.3052,143.79665
266.27438,143.92635
266.24356,144.05605
266.21277,144.18575
266.18195,144.31544
266.15112,144.44514
266.12033,144.57484
266.0895,144.70456
266.05872,144.83426
266.0279,144.96396
265.99707,145.09366
265.96628,145.22336
265.93546,145.35306
265.90463,145.48276
265.87384,145.61246
265.84302,145.74216
265.8122,145.87186
265.7814,146.00156
265.75058,146.13127
265.7198,146.26097
265.68896,146.39067
265.65814,146.52037
265.62735,146.65007
265.59653,146.77977
265.49023,147.07207
265.56995,146.96579
265.64966,147.09865
265.72937,147.09865
265.38394,146.62033
265.4371,146.328
265.4371,145.98254
265.46365,145.69023
265.56995,145.74336
265.11823,144.70695
265.5168,144.8664
265.01193,144.89297
265.30423,145.1853
265.22452,144.30832
265.1448,144.49435
265.41052,144.49435
265.27765,144.36147
265.17136,143.9894
265.19794,144.54749
265.09164,143.67047
265.4371,143.93625
265.33078,143.90967
265.1448,143.96283
265.01193,144.17543
265.38394,144.17543
265.17136,144.12228
265.5434,143.93625
265.30423,143.67047
264.85248,143.67047
265.1448,143.80336
265.22452,143.82994
264.98535,143.51102
264.9322,143.56418
265.11823,143.45787
264.9322,144.28172
264.9322,143.32498
265.06506,143.88309
265.27765,143.88309
264.95877,143.90967
265.27765,143.82994
265.38394,143.80336
264.90564,143.59074
264.9322,144.12228
265.06506,143.82994
265.1448,143.59074
265.1448,143.61732
265.33078,143.35155
265.01193,143.88309
265.06506,143.72363
264.98535,143.32498
265.01193,143.6439
265.27765,143.69707
265.09164,143.32498
264.98535,143.45787
265.01193,143.72363
265.03848,143.45787
264.9322,143.6439
265.06506,143.11237
265.06506,143.40471
265.01193,143.69707
265.06506,143.59074
265.01193,143.40471
265.17136,143.29842
264.82593,143.93625
264.9322,144.01596
265.11823,144.25516
265.22452,143.80336
264.85248,143.7768
265.09164,143.51102
264.9322,143.90967
264.98535,143.93625
265.06506,143.9894
265.11823,143.90967
265.11823,143.80336
264.95877,143.7502
265.25107,143.56418
265.17136,144.01596
265.11823,144.12228
264.9322,144.04256
264.90564,143.90967
264.5336,143.85652
264.66647,143.7502
264.90564,143.82994
264.82593,143.72363
264.3476,143.72363
264.40073,143.7502
264.50705,143.7768
264.82593,143.6439
264.66647,143.80336
264.7196,143.72363
264.95877,143.85652
264.7196,143.7768
264.66647,144.0957
264.61334,143.72363
264.7196,143.96283
264.5336,144.25516
264.82593,144.60065
264.85248,144.0957
264.42734,144.25516
264.4539,144.20201
264.61334,144.17543
264.56018,144.17543
264.77277,144.33488
264.61334,144.60065
264.6399,143.93625
264.40073,144.30832
264.42734,144.22859
264.48047,144.06912
264.4539,144.20201
264.50705,144.12228
264.50705,144.38803
264.69305,144.62723
264.37418,144.4412
264.6399,144.52092
264.3476,144.33488
264.6399,144.0957
264.50705,144.33488
264.2413,144.04256
264.26788,144.78667
264.18817,143.85652
264.6399,144.33488
264.321,144.20201
264.08188,143.9894
264.7196,144.14885
264.5336,144.12228
264.3476,144.52092
264.18817,144.94612
264.135,144.28172
264.10843,144.36147
264.42734,144.38803
264.50705,144.57407
264.50705,144.17543
264.08188,144.73352
264.21475,144.46776
264.29446,144.25516
264.3476,144.20201
264.29446,144.22859
264.26788,144.33488
264.3476,144.36147
264.21475,144.25516
264.37418,144.30832
264.21475,144.33488
264.21475,143.90967
264.2413,143.9894
263.9756,144.54749
263.86926,144.52092
263.86926,144.57407
263.8427,145.47762
263.57697,145.66365
263.47067,145.87624
263.28467,146.62033
263.36438,147.70984
262.9392,148.26787
263.2581,149.11821
263.1252,149.88882
262.88608,150.3937
263.0455,150.95174
263.3378,151.53635
263.47067,151.40347
262.83292,152.01465
263.28467,151.9615
263.36438,151.53635
263.47067,151.93494
263.60355,151.80208
263.47067,151.90836
263.60355,151.82864
263.23154,151.82864
263.17838,151.80208
263.28467,151.50977
262.88608,151.56291
263.1252,151.90836
263.07208,151.74892
263.41754,152.09436
263.1252,151.72234
263.23154,151.40347
263.0455,151.4832
262.83292,151.40347
262.88608,151.72234
263.2581,151.82864
263.0455,151.93494
262.80634,152.14752
262.6469,152.14752
262.8595,151.61606
263.0455,151.93494
262.9392,151.37689
263.0455,151.77548
262.6469,151.9615
262.6469,151.88179
262.70004,151.82864
263.07208,152.12093
262.70004,151.88179
262.7532,152.0678
262.88608,152.17409
262.99234,152.41324
262.80634,151.80208
262.72662,151.85521
262.9392,152.0678
262.6469,152.04121
262.99234,152.04121
263.1518,152.12093
262.72662,152.38666
262.4343,152.20067
262.56717,152.20067
262.48746,152.28038
263.01895,152.54611
262.59375,152.33353
262.62033,152.33353
262.80634,152.36009
262.51404,152.12093
262.88608,152.12093
262.91263,152.22723
262.62033,151.82864
262.77975,152.70554
262.83292,152.57268
262.80634,152.17409
262.38116,151.80208
262.14197,152.17409
262.51404,151.90836
262.8595,152.33353
262.59375,152.09436
262.88608,152.2538
262.77975,152.22723
262.70004,152.09436
263.01895,152.41324
262.8595,152.38666
262.83292,152.67897
262.99234,152.43982
262.80634,152.59926
262.88608,152.62582
262.9392,152.04121
262.99234,152.43982
262.91263,152.28038
262.99234,152.20067
262.7532,152.38666
262.99234,152.57268
262.6469,152.20067
262.83292,152.7587
262.6469,152.65239
262.70004,152.0678
262.77975,152.2538
262.83292,152.17409
262.30145,152.99786
262.9392,152.7587
262.46088,152.43982
263.0455,152.41324
262.48746,152.51953
