@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
356,309.66,196.10,1.00,FIX,FIX
2365,309.37,196.18,1.00,FIX,FIX
4365,309.02,196.41,1.00,FIX,FIX
6365,309.13,196.34,1.00,FIX,FIX
8363,309.27,196.44,1.00,FIX,FIX
10361,309.31,196.28,1.00,FIX,FIX
12355,309.37,196.16,1.00,FIX,FIX
14363,309.03,196.22,1.00,FIX,FIX
16364,309.32,195.85,1.00,FIX,FIX
18371,309.29,196.01,1.00,FIX,FIX
20367,309.70,196.29,1.00,FIX,FIX
22371,309.61,196.38,1.00,FIX,FIX
24371,309.62,196.54,1.00,FIX,FIX
26368,309.58,196.46,1.00,FIX,FIX
28372,309.78,196.55,1.00,FIX,FIX
30371,309.87,196.54,1.00,FIX,FIX
32372,309.73,196.84,1.00,FIX,FIX
34373,309.42,196.50,1.00,FIX,FIX
36371,309.06,196.66,1.00,FIX,FIX
38375,309.18,197.25,1.00,FIX,FIX
40375,309.48,196.52,1.00,FIX,FIX
42378,309.88,196.62,1.00,FIX,FIX
44378,309.92,196.32,1.00,FIX,FIX
46377,310.00,196.16,1.00,FIX,FIX
48381,309.86,196.62,1.00,FIX,FIX
50381,309.68,196.85,1.00,FIX,FIX
52379,309.71,196.34,1.00,FIX,FIX
54379,309.26,195.99,1.00,FIX,FIX
56381,309.18,195.62,1.00,FIX,FIX
58385,308.90,196.21,1.00,FIX,FIX
60387,309.51,196.29,1.00,FIX,FIX
62383,309.75,196.28,1.00,FIX,FIX
64380,309.32,196.40,1.00,FIX,FIX
66379,309.26,195.99,1.00,FIX,FIX
68383,309.23,195.67,1.00,FIX,FIX
70383,309.32,195.83,1.00,FIX,FIX
72389,309.82,196.07,1.00,FIX,FIX
74388,309.44,195.85,1.00,FIX,FIX
76383,309.56,195.72,1.00,FIX,FIX
78384,309.60,195.44,1.00,FIX,FIX
80387,309.78,196.38,1.00,FIX,FIX
82390,309.82,195.89,1.00,FIX,FIX
84388,309.45,195.94,1.00,FIX,FIX
86387,309.34,196.40,1.00,FIX,FIX
88391,308.96,195.97,1.00,FIX,FIX
90390,309.35,195.76,1.00,FIX,FIX
92392,309.26,196.32,1.00,FIX,FIX
94390,309.35,196.31,1.00,FIX,FIX
96393,309.12,195.88,1.00,FIX,FIX
98396,308.99,195.91,1.00,FIX,FIX
100394,309.15,196.35,1.00,FIX,FIX
102393,309.47,196.25,1.00,FIX,FIX
