@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
813,322.49,116.18,1.00,FIX,FIX
2817,322.37,116.34,1.00,FIX,FIX
4811,322.44,116.31,1.00,SP,FIX
6814,322.26,116.19,1.00,SP,FIX
8812,322.19,116.45,1.00,SP,FIX
10821,322.15,116.21,1.00,SP,FIX
12820,322.15,115.74,1.00,SP,FIX
14821,322.36,115.99,1.00,SP,FIX
16820,322.64,115.99,1.00,SP,FIX
18819,322.50,116.23,1.00,SP,FIX
20823,322.49,116.57,1.00,SP,FIX
22824,322.47,117.05,1.00,SP,FIX
24823,322.38,117.04,1.00,SP,FIX
26826,322.55,116.68,1.00,SP,FIX
28826,322.06,116.00,1.00,SP,FIX
30828,322.33,116.26,1.00,SP,FIX
32829,322.13,116.34,1.00,SP,FIX
34829,322.02,116.33,1.00,SP,FIX
36825,322.19,116.67,1.00,SP,FIX
38829,322.31,116.48,1.00,SP,FIX
40841,322.30,116.43,1.00,SP,FIX
42831,322.31,115.97,1.00,SP,FIX
44831,322.36,115.84,1.00,SP,FIX
46829,322.65,115.92,1.00,SP,FIX
48829,323.08,115.96,1.00,SP,FIX
50827,323.39,115.72,1.00,SP,FIX
52832,323.43,115.36,1.00,SP,FIX
54834,323.45,115.09,1.00,SP,FIX
56832,323.47,115.03,1.00,SP,FIX
58835,323.35,114.73,1.00,SP,FIX
60836,323.52,114.39,1.00,SP,FIX
62840,323.55,114.18,1.00,SP,FIX
64839,323.79,114.06,1.00,SP,FIX
66837,324.01,114.21,1.00,SP,FIX
68838,324.05,114.09,1.00,SP,FIX
70841,324.16,113.97,1.00,SP,FIX
73211,324.22,113.73,1.00,SP,FIX
74842,324.39,113.47,1.00,SP,FIX
76842,324.52,113.47,1.00,SP,FIX
78838,324.67,113.52,1.00,SP,FIX
80840,324.73,113.41,1.00,SP,FIX
82844,324.59,113.59,1.00,FIX,FIX
84846,324.62,113.29,1.00,FIX,FIX
86844,324.58,112.77,1.00,FIX,FIX
88846,324.43,112.71,1.00,FIX,FIX
90844,324.71,112.33,1.00,FIX,FIX
92847,324.59,112.35,1.00,FIX,FIX
94850,324.66,112.87,1.00,FIX,FIX
96850,324.77,112.89,1.00,FIX,FIX
98848,324.36,113.01,1.00,FIX,FIX
100850,324.12,112.64,1.00,FIX,FIX
102854,324.05,112.62,1.00,FIX,FIX
104852,324.12,112.95,1.00,FIX,FIX
106852,323.93,113.31,1.00,FIX,FIX
108851,323.94,113.13,1.00,FIX,FIX
110850,323.62,113.03,1.00,FIX,FIX
112860,323.82,113.06,1.00,FIX,FIX
114857,323.97,113.05,1.00,FIX,FIX
116855,323.77,113.12,1.00,FIX,FIX
118857,323.57,113.19,1.00,FIX,FIX
120854,323.64,113.45,1.00,FIX,FIX
122871,323.56,113.77,1.00,FIX,FIX
124858,323.53,113.69,1.00,FIX,FIX
126860,323.59,113.55,1.00,FIX,FIX
128857,323.57,113.03,1.00,FIX,FIX
130857,323.18,113.14,1.00,FIX,FIX
132861,323.37,113.47,1.00,FIX,FIX
134862,323.50,113.55,1.00,FIX,FIX
136863,323.61,113.57,1.00,FIX,FIX
138863,323.67,113.44,1.00,FIX,FIX
140859,323.48,113.54,1.00,FIX,FIX
142870,323.43,113.79,1.00,FIX,FIX
144868,323.33,113.61,1.00,FIX,FIX
146867,323.22,113.77,1.00,FIX,FIX
148865,323.16,113.56,1.00,FIX,FIX
150865,323.29,113.54,1.00,FIX,FIX
152868,323.37,113.43,1.00,FIX,FIX
154870,323.50,113.37,1.00,FIX,FIX
156875,323.40,113.20,1.00,FIX,FIX
158871,323.00,112.94,1.00,FIX,FIX
160868,323.07,112.76,1.00,FIX,FIX
162873,323.23,113.03,1.00,FIX,FIX
164874,323.46,113.25,1.00,FIX,FIX
166873,323.53,113.17,1.00,FIX,FIX
168874,323.40,113.35,1.00,FIX,FIX
170874,323.21,113.18,1.00,FIX,FIX
172875,323.12,113.31,1.00,FIX,FIX
174874,323.33,113.51,1.00,FIX,FIX
176878,323.24,113.33,1.00,FIX,FIX
178874,323.13,113.31,1.00,FIX,FIX
180876,323.13,113.23,1.00,FIX,FIX
182879,323.50,113.21,1.00,FIX,FIX
184882,323.44,113.19,1.00,FIX,FIX
186882,322.19,113.34,1.00,FIX,SACCADE
188880,318.36,113.18,1.00,SACCADE,SACCADE
190883,314.27,112.93,1.00,SACCADE,SACCADE
192887,306.48,111.99,1.00,SACCADE,SACCADE
194885,297.78,109.24,1.00,SACCADE,SACCADE
196886,286.71,103.11,1.00,SACCADE,SACCADE
198894,281.77,99.70,1.00,SACCADE,SACCADE
200887,274.82,94.41,1.00,SACCADE,SACCADE
202890,270.14,89.25,1.00,SACCADE,SACCADE
204891,266.19,84.16,1.00,SACCADE,SACCADE
206889,264.49,82.31,1.00,SACCADE,SACCADE
208887,261.35,80.18,1.00,SACCADE,SACCADE
210890,255.52,78.91,1.00,SACCADE,SACCADE
212891,253.82,79.09,1.00,SACCADE,SACCADE
214894,253.08,79.56,1.00,FIX,SACCADE
216890,252.84,80.25,1.00,FIX,FIX
218890,252.47,80.25,1.00,FIX,FIX
220891,252.00,79.59,1.00,FIX,FIX
222899,252.05,79.24,1.00,FIX,FIX
224895,252.07,78.96,1.00,FIX,FIX
226895,252.67,78.89,1.00,FIX,FIX
228895,254.14,79.14,1.00,FIX,FIX
230894,255.91,79.85,1.00,FIX,FIX
232899,256.90,80.10,1.00,FIX,FIX
234898,257.50,80.09,1.00,FIX,FIX
236903,257.99,80.05,1.00,FIX,FIX
238905,258.30,79.87,1.00,FIX,FIX
240900,258.34,79.93,1.00,FIX,FIX
242902,258.04,79.78,1.00,FIX,FIX
244903,257.80,79.73,1.00,FIX,FIX
246902,257.55,79.60,1.00,FIX,FIX
248903,257.60,79.83,1.00,FIX,FIX
250905,257.68,80.08,1.00,FIX,FIX
252910,257.96,79.84,1.00,FIX,FIX
254904,258.26,79.23,1.00,FIX,FIX
256911,258.43,79.49,1.00,FIX,FIX
258904,258.52,79.66,1.00,FIX,FIX
260906,258.85,79.81,1.00,FIX,FIX
262911,259.17,79.48,1.00,FIX,FIX
264909,259.51,79.09,1.00,FIX,FIX
266910,259.93,79.11,1.00,FIX,FIX
268909,259.72,79.41,1.00,FIX,FIX
270910,259.79,79.54,1.00,FIX,FIX
272914,259.63,79.66,1.00,FIX,FIX
274913,259.98,79.69,1.00,FIX,FIX
276919,259.85,79.31,1.00,FIX,FIX
278914,259.94,79.35,1.00,FIX,FIX
280913,259.86,79.45,1.00,FIX,FIX
282922,259.65,79.32,1.00,FIX,FIX
284918,259.96,79.36,1.00,FIX,FIX
286928,260.07,79.15,1.00,FIX,FIX
288918,259.90,79.02,1.00,FIX,FIX
290916,259.81,79.24,1.00,FIX,FIX
292924,259.87,79.39,1.00,FIX,FIX
294921,259.96,79.53,1.00,FIX,FIX
296920,260.12,79.43,1.00,FIX,FIX
298921,259.90,79.02,1.00,FIX,FIX
300921,259.88,78.76,1.00,FIX,FIX
302928,259.52,79.11,1.00,FIX,FIX
304925,259.31,79.28,1.00,FIX,FIX
306924,259.24,79.24,1.00,FIX,FIX
308924,259.45,79.23,1.00,FIX,FIX
310925,259.43,79.18,1.00,FIX,FIX
312932,259.51,79.09,1.00,FIX,FIX
314928,259.56,79.12,1.00,FIX,FIX
316930,260.04,78.83,1.00,FIX,FIX
318928,259.60,78.26,1.00,FIX,FIX
320928,259.28,78.39,1.00,FIX,FIX
322936,259.05,78.23,1.00,FIX,FIX
324932,258.87,78.44,1.00,FIX,FIX
326932,258.89,78.57,1.00,FIX,FIX
328930,259.24,78.75,1.00,FIX,FIX
330932,259.29,78.87,1.00,FIX,FIX
332936,259.07,78.38,1.00,FIX,FIX
334937,258.84,77.96,1.00,FIX,FIX
336934,258.88,77.19,1.00,FIX,FIX
338937,258.92,77.13,1.00,FIX,FIX
340942,259.15,77.71,1.00,SP,FIX
342947,259.20,77.53,1.00,SP,FIX
344939,259.10,77.51,1.00,SP,FIX
346937,259.16,77.50,1.00,SP,FIX
348938,259.13,77.14,1.00,SP,FIX
350937,259.06,76.94,1.00,SP,FIX
352941,259.05,77.37,1.00,SP,FIX
354944,259.02,77.20,1.00,SP,FIX
356941,259.26,77.09,1.00,SP,FIX
358941,259.26,77.01,1.00,SP,FIX
360944,259.34,76.98,1.00,SP,FIX
362948,259.36,77.02,1.00,SP,FIX
364948,258.97,77.11,1.00,SP,FIX
366947,259.12,76.95,1.00,SP,FIX
368947,258.99,77.09,1.00,SP,FIX
370952,259.44,77.20,1.00,SP,FIX
372951,259.67,77.43,1.00,SP,FIX
374951,259.82,77.87,1.00,SP,FIX
376951,259.78,77.53,1.00,SP,FIX
378951,259.83,77.43,1.00,SP,FIX
380950,259.74,77.27,1.00,SP,FIX
382954,259.76,77.08,1.00,SP,FIX
384955,259.77,77.38,1.00,SP,FIX
386955,259.62,77.53,1.00,SP,FIX
388951,259.78,77.62,1.00,SP,FIX
390951,259.88,77.21,1.00,SP,FIX
392964,259.81,77.17,1.00,SP,FIX
394963,259.88,77.09,1.00,SP,FIX
396958,259.63,76.77,1.00,SP,FIX
398958,259.62,77.09,1.00,SP,FIX
400957,259.92,76.87,1.00,SP,FIX
402960,259.82,77.00,1.00,SP,FIX
404964,259.91,76.68,1.00,SP,FIX
406961,260.03,76.83,1.00,SP,FIX
408962,259.87,77.06,1.00,SP,FIX
410962,259.80,77.24,1.00,SP,FIX
412964,259.71,77.13,1.00,SP,FIX
414971,259.49,76.93,1.00,SP,FIX
416966,259.54,76.89,1.00,SP,FIX
418966,259.41,77.01,1.00,SP,FIX
420966,259.35,77.03,1.00,SP,FIX
422970,259.36,76.80,1.00,SP,FIX
424971,259.21,76.78,1.00,SP,FIX
426969,259.10,76.75,1.00,SP,SP
428967,259.30,76.72,1.00,SP,SP
430967,259.30,76.72,1.00,SP,SP
432977,259.41,76.73,1.00,SP,SP
434974,259.30,76.74,1.00,SP,SP
436973,259.17,76.42,1.00,SP,SP
438970,259.12,76.10,1.00,SP,SP
440973,258.98,76.02,1.00,SP,SP
442975,259.33,75.87,1.00,SP,SP
444978,259.51,75.82,1.00,SP,SP
446976,259.41,75.71,1.00,SP,SP
448977,259.41,75.72,1.00,SP,SP
450986,259.43,75.14,1.00,SP,SP
452981,259.49,74.95,1.00,SP,SP
454979,259.58,75.15,1.00,SP,SP
456979,259.63,75.15,1.00,SP,SP
458978,259.57,75.22,1.00,SP,SP
460980,259.33,75.31,1.00,SP,SP
462982,259.20,75.24,1.00,SP,SP
464988,259.45,75.03,1.00,SP,SP
466984,259.87,74.98,1.00,SP,SP
468987,260.21,74.42,1.00,SP,SP
470982,260.37,74.21,1.00,SP,SP
472992,260.28,74.53,1.00,SP,SP
474989,260.52,74.41,1.00,SP,SP
476985,260.32,74.53,1.00,SP,SP
478985,260.13,74.55,1.00,SP,SP
480990,260.05,73.85,1.00,SP,SP
482990,260.27,73.81,1.00,SP,SP
484998,260.11,73.53,1.00,SP,SP
486993,260.11,73.05,1.00,SP,SP
488990,260.12,73.16,1.00,SP,SP
490991,260.30,73.18,1.00,SP,SP
492995,260.37,72.96,1.00,SP,SP
494992,260.42,73.38,1.00,SP,SP
497000,260.29,73.31,1.00,SP,SP
498996,260.16,73.05,1.00,SP,SP
500995,260.34,73.31,1.00,SP,SP
502999,260.44,73.20,1.00,SP,SP
504999,260.88,73.36,1.00,SP,SP
506999,261.02,72.96,1.00,SP,SP
508998,261.23,72.64,1.00,SP,SP
510998,261.58,72.49,1.00,SP,SP
513001,261.65,72.64,1.00,SP,SP
515005,261.73,72.64,1.00,SP,SP
517003,261.70,72.62,1.00,SP,SP
519002,261.48,72.40,1.00,SACCADE,SP
