@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 201.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1848,56.80,99.45,1.00,SP,SP
3855,57.35,99.55,1.00,SP,SP
5861,58.93,99.62,1.00,SP,SP
7861,59.61,99.44,1.00,SP,SP
9857,60.27,99.58,1.00,SP,SP
11854,61.11,99.14,1.00,SP,SP
13858,61.84,99.01,1.00,SP,SP
15855,62.33,98.91,1.00,SP,SP
17863,62.47,98.51,1.00,SP,SP
19857,62.75,98.84,1.00,SP,SP
21861,63.20,99.32,1.00,SP,SP
23863,63.77,98.31,1.00,SP,SP
25866,64.03,98.16,1.00,SP,SP
27865,64.40,98.27,1.00,SP,SP
29865,65.08,97.60,1.00,SP,SP
31862,65.32,97.30,1.00,SP,SP
33867,65.14,97.52,1.00,SP,SP
35870,65.35,97.86,1.00,SP,SP
37867,65.41,98.21,1.00,SP,SP
39869,66.04,98.24,1.00,SP,SP
41868,66.19,97.69,1.00,SP,SP
43872,66.67,97.55,1.00,SP,SP
45870,66.99,97.14,1.00,SP,SP
47869,67.52,98.07,1.00,SP,SP
49869,67.55,97.27,1.00,SP,SP
51868,67.91,96.94,1.00,SP,SP
53872,67.83,97.42,1.00,SP,SP
55871,68.10,96.73,1.00,SP,SP
57874,68.68,97.35,1.00,SP,SP
59875,69.45,97.16,1.00,SP,SP
61878,69.31,96.90,1.00,SP,SP
63878,69.16,96.40,1.00,SP,SP
65877,69.21,96.44,1.00,SP,SP
67878,69.34,96.47,1.00,SP,SP
69879,69.63,96.17,1.00,SP,SP
71876,69.68,96.38,1.00,SP,SP
73881,70.14,96.62,1.00,SP,SP
75881,70.52,96.87,1.00,SP,SP
77880,70.42,97.27,1.00,SP,SP
79879,70.84,96.91,1.00,SP,SP
81881,70.60,96.50,1.00,SP,SP
83886,70.57,96.27,1.00,SP,SP
85883,70.45,96.24,1.00,SP,SP
87884,70.70,96.21,1.00,SP,SP
89885,71.15,95.76,1.00,SP,SP
91886,72.05,96.49,1.00,SP,SP
93889,72.01,96.78,1.00,SP,SACCADE
95890,71.29,97.65,1.00,SP,SACCADE
97887,69.47,98.10,1.00,SACCADE,SACCADE
99887,66.41,98.11,1.00,SACCADE,SACCADE
101887,62.47,97.89,1.00,SACCADE,SACCADE
103892,56.88,95.51,1.00,SACCADE,SACCADE
105891,52.78,88.49,1.00,SACCADE,SACCADE
107890,49.23,86.08,1.00,SACCADE,SACCADE
109898,46.51,79.88,1.00,SACCADE,SACCADE
111893,45.59,76.38,1.00,SACCADE,SACCADE
113894,44.75,73.48,1.00,SACCADE,SACCADE
115897,43.82,69.50,1.00,SACCADE,SACCADE
117894,41.98,65.02,1.00,SACCADE,SACCADE
119895,41.64,63.68,1.00,SACCADE,SACCADE
121900,41.93,62.04,1.00,SACCADE,SACCADE
123902,42.49,60.48,1.00,SACCADE,SACCADE
125900,44.47,60.12,1.00,SP,SP
127899,45.84,59.38,1.00,SP,SP
129902,46.53,59.48,1.00,SP,SP
131903,46.64,60.04,1.00,SP,SP
133905,46.87,59.65,1.00,SP,SP
135904,46.46,59.19,1.00,SP,SP
137906,46.08,58.86,1.00,SP,SP
139908,44.95,59.32,1.00,SP,SP
141906,44.40,60.02,1.00,SP,SP
143907,44.43,59.42,1.00,SP,SP
145907,44.81,59.18,1.00,SP,SP
147907,45.24,59.01,1.00,SP,SP
149907,45.60,58.99,1.00,SP,SP
151906,46.22,58.56,1.00,SP,SP
153913,46.40,58.48,1.00,SP,SP
155907,46.48,58.85,1.00,SP,SP
157908,46.67,58.64,1.00,SP,SP
159909,46.60,59.01,1.00,SP,SP
161913,46.53,59.52,1.00,SP,SP
163913,46.81,59.11,1.00,SP,SP
165913,47.09,59.16,1.00,SP,SP
167918,46.65,59.46,1.00,SP,SP
169921,46.68,59.91,1.00,SP,SP
171915,46.54,59.84,1.00,SP,SP
173921,46.44,60.13,1.00,SP,SP
175921,46.80,60.08,1.00,SP,SP
177918,46.85,60.55,1.00,SP,SP
179920,46.95,60.69,1.00,SP,SP
181918,47.31,61.30,1.00,SP,SP
183922,47.99,60.84,1.00,SP,SP
185922,47.65,60.59,1.00,SP,SP
187928,48.25,61.34,1.00,SP,SP
189924,47.83,61.16,1.00,SP,SP
191923,47.58,61.64,1.00,SP,SP
193923,47.87,62.16,1.00,SP,SP
195928,48.08,62.15,1.00,SP,SP
197927,47.99,62.68,1.00,SP,SP
199926,48.22,62.02,1.00,SP,SP
201926,48.58,62.10,1.00,SP,SP
203930,48.45,62.11,1.00,SP,SP
205930,48.55,62.41,1.00,SP,SP
207927,48.45,63.16,1.00,SP,SP
209927,48.70,62.85,1.00,SP,SP
211929,48.56,63.69,1.00,SP,SP
213934,49.22,64.06,1.00,SP,SP
215934,49.56,63.79,1.00,SP,SP
217934,49.64,63.74,1.00,SP,SP
219933,49.68,64.20,1.00,SP,SP
221932,49.73,64.39,1.00,SP,SP
223935,49.81,64.36,1.00,SP,SP
225934,50.48,63.89,1.00,SP,SP
227934,50.19,63.77,1.00,SP,SP
229936,49.81,63.30,1.00,SP,SP
231937,48.99,64.19,1.00,SP,SP
233940,49.17,64.05,1.00,SP,SP
235940,49.69,63.98,1.00,SP,SP
237940,50.23,63.68,1.00,SP,SP
239939,50.05,63.39,1.00,SP,SP
241938,49.71,64.22,1.00,SP,SP
243944,50.18,64.16,1.00,SP,SP
245948,50.41,64.08,1.00,SP,SP
247944,50.25,64.35,1.00,SP,SP
249946,50.43,64.35,1.00,SP,SP
251960,50.61,64.44,1.00,SP,SP
253948,50.93,64.58,1.00,SP,SP
255946,51.05,64.66,1.00,SP,SP
257949,50.88,64.73,1.00,SP,SP
259948,50.55,64.72,1.00,SP,SP
261945,50.63,64.81,1.00,SP,SP
263950,51.35,64.93,1.00,SP,SP
265952,51.60,65.07,1.00,SP,SP
267950,51.45,64.48,1.00,SP,SP
269954,51.26,65.44,1.00,SP,SP
271952,51.83,65.19,1.00,SP,SP
273955,52.02,65.47,1.00,SP,SP
275954,52.15,65.77,1.00,SP,SP
277959,52.23,65.55,1.00,SP,SP
279955,52.29,65.57,1.00,SP,SP
281955,52.71,65.98,1.00,SP,SP
283962,52.52,66.11,1.00,SP,SP
285963,52.72,66.84,1.00,SP,SP
287960,52.65,66.35,1.00,SP,SP
289961,52.56,66.22,1.00,SP,SP
291955,52.63,66.50,1.00,SP,SP
293964,52.68,66.27,1.00,SP,SP
295961,52.83,66.29,1.00,SP,SP
297960,52.63,66.62,1.00,SP,SP
299961,52.85,66.89,1.00,SP,SP
301963,53.39,66.96,1.00,SP,SP
303966,52.80,67.06,1.00,SP,SP
305966,52.78,67.43,1.00,SP,SP
307965,52.78,67.29,1.00,SP,SP
309966,52.75,67.16,1.00,SP,SP
311968,52.06,67.63,1.00,SP,SP
313970,52.66,68.20,1.00,SACCADE,SACCADE
315970,58.99,68.49,1.00,SACCADE,SACCADE
317968,63.12,68.51,1.00,SACCADE,SACCADE
