@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
30277,302.55,166.36,1.00,FIX,FIX
32280,304.27,165.07,1.00,FIX,FIX
34284,304.38,164.75,1.00,FIX,FIX
36283,304.40,164.62,1.00,FIX,FIX
38283,304.20,164.65,1.00,FIX,FIX
40281,304.25,164.69,1.00,FIX,FIX
42281,304.29,164.87,1.00,FIX,FIX
44284,304.21,164.87,1.00,FIX,FIX
46285,303.29,165.43,1.00,SACCADE,SACCADE
48285,300.62,165.83,1.00,SACCADE,SACCADE
50285,297.02,166.32,1.00,SACCADE,SACCADE
52285,295.18,166.03,1.00,SACCADE,SACCADE
54289,293.67,165.41,1.00,SACCADE,SACCADE
56291,292.09,164.72,1.00,SACCADE,SACCADE
58290,290.79,164.82,1.00,SACCADE,SACCADE
60296,290.11,165.22,1.00,SACCADE,SACCADE
62291,290.01,164.66,1.00,SACCADE,SACCADE
64295,290.06,164.60,1.00,SACCADE,SACCADE
66293,289.70,165.04,1.00,SACCADE,SACCADE
68295,289.36,165.61,1.00,SACCADE,SACCADE
70291,288.77,166.21,1.00,SACCADE,SACCADE
72290,288.14,166.45,1.00,SACCADE,SACCADE
74299,287.65,166.03,1.00,SACCADE,SACCADE
76296,287.35,165.22,1.00,SACCADE,FIX
78296,287.51,164.71,1.00,SACCADE,FIX
80299,287.57,164.43,1.00,SACCADE,FIX
82299,288.26,164.49,1.00,FIX,FIX
84300,289.05,164.32,1.00,FIX,FIX
86300,289.60,164.21,1.00,FIX,FIX
88300,290.18,164.42,1.00,FIX,FIX
90303,290.61,164.43,1.00,FIX,FIX
92301,290.89,163.98,1.00,FIX,FIX
94307,291.20,163.61,1.00,FIX,FIX
96304,291.43,163.41,1.00,FIX,FIX
98305,291.57,163.80,1.00,FIX,FIX
100317,291.69,164.18,1.00,FIX,FIX
102302,292.00,164.31,1.00,FIX,FIX
104307,292.15,163.87,1.00,FIX,FIX
106307,292.38,163.61,1.00,FIX,FIX
108306,292.37,163.90,1.00,FIX,FIX
110307,292.18,163.84,1.00,FIX,FIX
112309,292.02,163.54,1.00,FIX,FIX
114309,292.01,163.87,1.00,FIX,FIX
116309,292.06,163.95,1.00,FIX,FIX
118310,292.33,163.79,1.00,FIX,FIX
120310,292.63,163.43,1.00,FIX,FIX
122310,292.85,163.22,1.00,FIX,FIX
124314,292.95,163.18,1.00,FIX,FIX
126314,292.69,163.63,1.00,FIX,FIX
128315,292.68,163.71,1.00,FIX,FIX
130313,292.61,163.38,1.00,FIX,FIX
132313,292.42,162.87,1.00,FIX,FIX
134316,292.33,163.02,1.00,FIX,FIX
136319,292.20,162.64,1.00,FIX,FIX
138316,292.23,162.88,1.00,FIX,FIX
140319,292.29,162.75,1.00,FIX,FIX
142323,291.98,162.22,1.00,FIX,FIX
144319,291.88,162.19,1.00,FIX,FIX
146320,291.88,162.51,1.00,FIX,FIX
148322,291.88,162.55,1.00,FIX,FIX
150324,291.99,162.62,1.00,FIX,FIX
152320,291.84,162.78,1.00,FIX,FIX
154327,292.11,162.91,1.00,FIX,FIX
156324,292.06,163.28,1.00,FIX,FIX
158326,291.76,163.12,1.00,FIX,FIX
160324,291.94,163.15,1.00,FIX,FIX
162326,291.66,162.60,1.00,FIX,FIX
164330,291.51,161.91,1.00,FIX,FIX
166329,291.31,161.71,1.00,FIX,FIX
168330,291.31,162.01,1.00,FIX,FIX
170328,291.43,161.69,1.00,FIX,FIX
172329,291.64,161.54,1.00,FIX,FIX
174331,291.60,161.66,1.00,FIX,FIX
176334,291.31,162.60,1.00,FIX,FIX
178331,291.32,162.62,1.00,FIX,FIX
180331,291.63,162.68,1.00,FIX,FIX
182340,291.80,162.88,1.00,FIX,FIX
184335,291.57,162.66,1.00,FIX,FIX
186333,291.21,162.35,1.00,FIX,FIX
188336,291.36,161.94,1.00,FIX,FIX
190335,291.59,161.34,1.00,FIX,FIX
192333,291.53,161.54,1.00,FIX,FIX
194341,291.64,161.85,1.00,FIX,FIX
196338,291.54,161.84,1.00,FIX,FIX
198338,291.38,162.56,1.00,FIX,FIX
200338,290.96,162.45,1.00,FIX,FIX
202344,290.94,162.60,1.00,FIX,FIX
204339,290.96,162.34,1.00,FIX,FIX
206343,291.17,161.87,1.00,FIX,FIX
208342,291.14,161.73,1.00,FIX,FIX
210342,291.10,161.93,1.00,FIX,FIX
212341,291.04,162.35,1.00,FIX,FIX
214347,291.31,162.84,1.00,FIX,FIX
216347,291.45,163.16,1.00,FIX,FIX
218346,291.50,162.69,1.00,FIX,FIX
220346,291.44,162.51,1.00,FIX,FIX
222346,291.37,162.68,1.00,FIX,FIX
224354,291.12,162.70,1.00,FIX,FIX
226349,291.02,162.76,1.00,FIX,FIX
228349,291.18,163.04,1.00,FIX,FIX
230350,291.12,163.21,1.00,FIX,FIX
232351,291.36,163.52,1.00,FIX,FIX
234353,291.29,163.11,1.00,FIX,FIX
236356,291.14,162.93,1.00,FIX,FIX
238353,290.55,162.32,1.00,FIX,SACCADE
240354,289.46,160.22,1.00,SACCADE,SACCADE
242352,285.25,157.10,1.00,SACCADE,SACCADE
244358,279.08,157.29,1.00,SACCADE,SACCADE
246358,271.07,156.03,1.00,SACCADE,SACCADE
248362,266.06,156.79,1.00,SACCADE,SACCADE
250358,255.75,157.09,1.00,SACCADE,SACCADE
252366,251.19,157.16,1.00,SACCADE,SACCADE
254367,244.87,156.84,1.00,SACCADE,SACCADE
256364,235.90,155.27,1.00,SACCADE,SACCADE
258371,232.42,153.88,1.00,SACCADE,SACCADE
260363,225.62,151.73,1.00,SACCADE,SACCADE
262363,220.56,151.03,1.00,SACCADE,SACCADE
264369,215.38,151.47,1.00,SACCADE,SACCADE
266371,211.81,151.41,1.00,SACCADE,SACCADE
268369,210.41,152.32,1.00,SACCADE,SACCADE
270366,208.63,153.43,1.00,SACCADE,SACCADE
272369,206.34,154.24,1.00,SACCADE,SACCADE
274370,204.35,154.85,1.00,SACCADE,SACCADE
276371,203.16,154.88,1.00,SACCADE,SACCADE
278367,202.31,155.06,1.00,SACCADE,SACCADE
280372,201.75,155.59,1.00,SACCADE,SACCADE
282371,201.75,156.36,1.00,SACCADE,SACCADE
284379,202.26,156.15,1.00,SACCADE,SACCADE
286371,203.44,156.59,1.00,SACCADE,SACCADE
288374,204.96,156.69,1.00,SACCADE,SACCADE
290373,206.36,156.92,1.00,SACCADE,SACCADE
292372,207.03,157.84,1.00,SACCADE,SACCADE
294374,207.60,159.09,1.00,SACCADE,SACCADE
296377,208.25,159.00,1.00,SACCADE,SACCADE
298375,208.50,159.28,1.00,SACCADE,SACCADE
300376,208.75,158.85,1.00,SACCADE,SACCADE
302373,208.92,158.89,1.00,FIX,FIX
304379,208.96,159.14,1.00,FIX,FIX
306381,209.04,158.98,1.00,FIX,FIX
308383,209.15,158.56,1.00,FIX,FIX
310381,209.06,158.66,1.00,FIX,FIX
312380,208.83,158.75,1.00,FIX,FIX
314385,208.71,158.77,1.00,FIX,FIX
316382,208.44,159.12,1.00,FIX,FIX
318385,208.66,159.10,1.00,FIX,FIX
320382,208.83,159.19,1.00,FIX,FIX
322381,208.96,159.28,1.00,FIX,FIX
324385,209.00,159.04,1.00,FIX,FIX
326386,208.78,158.51,1.00,FIX,FIX
328388,208.67,158.04,1.00,FIX,FIX
330386,208.73,157.97,1.00,FIX,FIX
332386,208.81,157.84,1.00,FIX,FIX
334391,208.82,157.39,1.00,FIX,FIX
336388,208.94,157.17,1.00,FIX,FIX
338390,208.89,156.96,1.00,FIX,FIX
340399,208.99,156.92,1.00,FIX,FIX
342393,209.23,156.62,1.00,FIX,FIX
344396,209.32,156.26,1.00,FIX,FIX
346409,209.25,156.07,1.00,FIX,FIX
348395,209.32,155.93,1.00,FIX,FIX
350394,209.12,156.06,1.00,FIX,FIX
352395,209.23,155.94,1.00,FIX,FIX
354397,209.24,155.79,1.00,FIX,FIX
356396,209.24,155.78,1.00,FIX,FIX
358398,209.35,155.78,1.00,FIX,FIX
360399,209.46,156.01,1.00,FIX,FIX
362398,209.42,156.12,1.00,FIX,FIX
364401,209.47,156.21,1.00,FIX,FIX
366401,209.69,156.64,1.00,FIX,FIX
368403,209.60,157.52,1.00,FIX,FIX
370403,209.34,158.04,1.00,FIX,FIX
372401,209.47,158.03,1.00,FIX,FIX
374408,209.40,157.97,1.00,FIX,FIX
376405,209.49,158.07,1.00,FIX,FIX
378402,209.54,158.88,1.00,FIX,FIX
380406,209.44,159.63,1.00,FIX,FIX
382407,209.25,159.89,1.00,FIX,FIX
384406,209.06,160.22,1.00,FIX,FIX
386408,208.89,160.02,1.00,FIX,FIX
