@RELATION gaze_labels

%@METADATA width_px 704
%@METADATA height_px 416
%@METADATA width_mm 475.00
%@METADATA height_mm 280.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1231,344.27,195.09,1.00,FIX,FIX
3229,344.78,194.82,1.00,FIX,FIX
5234,344.85,194.46,1.00,FIX,FIX
7230,345.15,194.14,1.00,FIX,FIX
9228,344.94,194.28,1.00,FIX,FIX
11230,344.93,194.42,1.00,FIX,FIX
13235,344.69,194.79,1.00,FIX,FIX
15238,344.74,195.03,1.00,FIX,FIX
17234,344.77,195.05,1.00,FIX,FIX
19231,344.96,195.11,1.00,FIX,FIX
21237,344.91,194.89,1.00,FIX,FIX
23235,345.07,195.45,1.00,FIX,FIX
25234,345.06,195.73,1.00,FIX,FIX
27234,345.01,196.02,1.00,FIX,FIX
29233,344.93,196.00,1.00,FIX,FIX
31236,345.13,195.90,1.00,FIX,FIX
33238,344.99,196.35,1.00,FIX,FIX
35242,344.96,196.88,1.00,FIX,FIX
37240,344.86,196.84,1.00,FIX,FIX
39238,344.87,196.70,1.00,FIX,FIX
41243,344.73,196.50,1.00,FIX,FIX
43243,344.49,196.20,1.00,FIX,FIX
45243,344.38,196.47,1.00,FIX,FIX
47249,344.30,196.71,1.00,FIX,FIX
49246,344.69,196.81,1.00,FIX,FIX
51252,345.03,196.74,1.00,FIX,FIX
53248,345.20,196.75,1.00,FIX,FIX
55245,344.90,196.88,1.00,FIX,FIX
57244,344.91,197.11,1.00,FIX,FIX
59252,345.02,197.04,1.00,FIX,FIX
61256,345.19,197.19,1.00,FIX,FIX
63252,345.33,197.28,1.00,FIX,FIX
65248,345.14,197.26,1.00,FIX,FIX
67249,345.22,197.12,1.00,FIX,FIX
69254,345.18,197.13,1.00,FIX,FIX
71255,345.10,197.21,1.00,FIX,FIX
73285,344.88,197.31,1.00,FIX,FIX
75303,344.65,197.30,1.00,FIX,FIX
77258,344.56,197.42,1.00,FIX,FIX
79254,344.77,198.01,1.00,FIX,FIX
81259,344.93,198.11,1.00,FIX,FIX
83269,345.20,197.96,1.00,FIX,FIX
85262,345.38,197.66,1.00,FIX,FIX
87261,345.53,197.30,1.00,FIX,FIX
89259,345.58,197.08,1.00,FIX,FIX
91263,345.51,197.10,1.00,FIX,FIX
93262,345.52,197.50,1.00,FIX,FIX
95263,345.50,197.56,1.00,FIX,FIX
97261,345.27,197.61,1.00,FIX,FIX
99263,345.14,197.36,1.00,FIX,FIX
101267,345.08,197.24,1.00,FIX,FIX
103273,345.10,197.43,1.00,FIX,FIX
105269,345.21,197.53,1.00,FIX,FIX
107266,345.05,197.85,1.00,FIX,FIX
109265,345.13,197.99,1.00,FIX,FIX
111270,345.32,198.45,1.00,FIX,FIX
113268,345.16,198.52,1.00,FIX,FIX
115270,345.04,198.28,1.00,FIX,FIX
117265,345.11,198.33,1.00,FIX,FIX
119273,345.28,197.77,1.00,FIX,FIX
121275,345.70,197.71,1.00,FIX,FIX
123271,345.60,197.52,1.00,FIX,FIX
125272,345.36,197.53,1.00,FIX,FIX
127271,345.19,198.29,1.00,FIX,FIX
129272,345.41,198.22,1.00,FIX,FIX
131274,345.38,198.02,1.00,FIX,FIX
133276,345.15,198.00,1.00,FIX,FIX
135277,345.10,197.86,1.00,FIX,FIX
137281,345.20,198.47,1.00,FIX,FIX
139274,345.20,198.08,1.00,FIX,FIX
141282,345.10,197.80,1.00,FIX,FIX
143281,345.15,197.75,1.00,FIX,FIX
145281,345.15,197.52,1.00,FIX,FIX
147281,345.10,197.86,1.00,FIX,FIX
149281,345.10,198.16,1.00,FIX,FIX
151286,344.69,197.58,1.00,FIX,FIX
153285,344.70,197.65,1.00,FIX,FIX
155288,344.85,197.32,1.00,FIX,FIX
157284,344.90,197.37,1.00,FIX,FIX
159290,345.01,197.74,1.00,FIX,FIX
161288,344.77,197.47,1.00,FIX,FIX
163291,344.62,197.33,1.00,FIX,FIX
165289,344.38,197.48,1.00,FIX,FIX
167289,344.47,197.47,1.00,FIX,FIX
169286,344.50,197.36,1.00,FIX,FIX
171290,344.45,197.40,1.00,FIX,FIX
173289,344.55,197.06,1.00,FIX,FIX
175293,344.16,197.20,1.00,FIX,FIX
177290,344.15,197.42,1.00,FIX,FIX
179292,344.39,197.19,1.00,FIX,FIX
181295,344.45,197.60,1.00,FIX,FIX
183295,344.65,197.65,1.00,FIX,FIX
185304,344.69,197.70,1.00,FIX,FIX
187293,344.66,198.19,1.00,FIX,FIX
189294,344.65,197.72,1.00,FIX,FIX
191298,344.53,197.72,1.00,FIX,FIX
193296,344.34,197.70,1.00,FIX,FIX
195299,344.33,197.54,1.00,FIX,FIX
197297,344.83,196.99,1.00,FIX,FIX
199299,344.68,196.93,1.00,FIX,FIX
201302,344.87,196.87,1.00,FIX,FIX
203301,344.93,196.84,1.00,FIX,FIX
205301,344.97,196.58,1.00,FIX,FIX
207300,344.88,196.50,1.00,FIX,FIX
209304,344.80,196.87,1.00,FIX,FIX
211306,345.06,196.70,1.00,FIX,FIX
213307,345.04,197.29,1.00,FIX,FIX
215307,344.89,197.32,1.00,FIX,FIX
217307,344.57,197.25,1.00,FIX,FIX
219309,344.79,197.46,1.00,FIX,FIX
