@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
630,314.02,172.87,1.00,FIX,FIX
2644,313.52,173.11,1.00,FIX,FIX
4635,313.27,173.27,1.00,FIX,FIX
6632,313.33,173.44,1.00,FIX,FIX
8633,313.00,173.26,1.00,FIX,FIX
10637,313.55,173.24,1.00,FIX,FIX
12634,313.87,173.06,1.00,FIX,FIX
14634,313.64,172.81,1.00,FIX,FIX
16636,313.62,172.50,1.00,FIX,FIX
18644,313.70,172.48,1.00,FIX,FIX
20640,313.81,172.10,1.00,FIX,FIX
22640,314.04,171.72,1.00,FIX,FIX
24641,313.95,172.03,1.00,FIX,FIX
26642,313.82,172.13,1.00,FIX,FIX
28647,313.86,172.09,1.00,FIX,FIX
30646,313.81,172.45,1.00,FIX,FIX
32646,313.85,172.22,1.00,FIX,FIX
34647,314.26,172.39,1.00,FIX,FIX
36645,314.26,172.35,1.00,FIX,FIX
38653,314.25,172.03,1.00,FIX,FIX
40649,314.11,172.19,1.00,FIX,FIX
42647,313.95,172.21,1.00,FIX,FIX
44664,313.98,172.08,1.00,FIX,FIX
46648,313.62,172.46,1.00,FIX,FIX
48653,313.86,172.38,1.00,FIX,FIX
50649,313.96,172.11,1.00,FIX,FIX
52651,313.92,172.23,1.00,FIX,FIX
54660,313.86,172.16,1.00,FIX,FIX
56653,313.75,171.99,1.00,FIX,FIX
58654,314.04,172.04,1.00,FIX,FIX
60653,313.99,173.00,1.00,FIX,FIX
62654,313.29,172.71,1.00,FIX,FIX
64654,312.90,172.58,1.00,FIX,FIX
66657,312.98,172.66,1.00,FIX,FIX
68659,312.94,172.13,1.00,FIX,FIX
70661,313.25,171.51,1.00,FIX,FIX
72656,312.87,171.60,1.00,FIX,FIX
74658,312.63,171.85,1.00,FIX,FIX
76662,312.72,172.35,1.00,FIX,FIX
78659,313.16,172.59,1.00,FIX,FIX
80660,313.30,172.14,1.00,FIX,FIX
82662,313.26,171.97,1.00,FIX,FIX
84661,312.74,172.00,1.00,FIX,FIX
86667,312.68,171.88,1.00,FIX,FIX
88663,312.92,172.28,1.00,FIX,FIX
90664,313.25,172.44,1.00,FIX,FIX
92665,313.46,172.48,1.00,FIX,FIX
94663,313.54,172.71,1.00,FIX,FIX
96663,313.51,172.53,1.00,FIX,FIX
98669,313.67,172.44,1.00,FIX,FIX
100670,314.00,172.17,1.00,FIX,FIX
102669,314.17,172.45,1.00,FIX,FIX
104667,314.15,172.74,1.00,FIX,FIX
106669,313.86,172.56,1.00,FIX,FIX
108673,313.44,172.67,1.00,FIX,FIX
110673,313.82,173.04,1.00,FIX,FIX
