@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
592,304.89,192.04,1.00,FIX,FIX
2606,304.49,192.47,1.00,FIX,FIX
4593,304.25,192.63,1.00,FIX,FIX
6598,304.51,192.35,1.00,FIX,FIX
8607,304.76,192.01,1.00,FIX,FIX
10600,305.01,191.44,1.00,FIX,FIX
12601,305.15,191.53,1.00,FIX,FIX
14603,305.12,191.22,1.00,FIX,FIX
16602,305.23,191.80,1.00,FIX,FIX
18600,305.11,191.99,1.00,FIX,FIX
20606,305.31,192.12,1.00,FIX,FIX
22604,305.06,192.03,1.00,FIX,FIX
24607,305.12,191.66,1.00,FIX,FIX
26604,305.03,191.37,1.00,FIX,FIX
28623,305.11,191.78,1.00,FIX,FIX
30609,305.05,191.66,1.00,FIX,FIX
32614,305.20,192.58,1.00,FIX,FIX
34609,305.25,193.22,1.00,FIX,FIX
36606,305.49,193.00,1.00,FIX,FIX
38611,305.38,193.12,1.00,FIX,FIX
40613,305.37,192.68,1.00,FIX,FIX
42614,305.27,192.40,1.00,FIX,FIX
44615,305.37,192.38,1.00,FIX,FIX
46611,305.18,192.46,1.00,FIX,FIX
48617,305.26,192.04,1.00,FIX,FIX
50616,305.26,192.21,1.00,FIX,FIX
52614,304.90,192.57,1.00,FIX,FIX
54613,304.73,192.87,1.00,FIX,FIX
56620,304.64,192.94,1.00,FIX,FIX
58625,304.94,192.88,1.00,FIX,FIX
60619,305.51,192.94,1.00,FIX,FIX
62619,305.88,192.40,1.00,FIX,FIX
64622,305.87,192.18,1.00,FIX,FIX
66620,305.75,192.25,1.00,FIX,FIX
68622,305.50,192.49,1.00,FIX,FIX
70623,305.38,192.54,1.00,FIX,FIX
72628,305.18,192.59,1.00,FIX,FIX
74624,305.23,192.37,1.00,FIX,FIX
76623,305.38,192.72,1.00,FIX,FIX
78630,305.57,192.62,1.00,FIX,FIX
80628,305.56,192.60,1.00,FIX,FIX
82628,305.63,192.84,1.00,FIX,FIX
84630,305.57,192.52,1.00,FIX,FIX
86628,305.70,192.83,1.00,FIX,FIX
88634,305.65,192.78,1.00,FIX,FIX
90633,305.48,192.73,1.00,FIX,FIX
92634,305.62,192.03,1.00,FIX,FIX
94632,305.59,192.18,1.00,FIX,FIX
96632,305.61,192.59,1.00,FIX,FIX
98636,305.21,193.25,1.00,FIX,FIX
100635,305.48,192.88,1.00,FIX,FIX
102637,306.00,192.20,1.00,FIX,FIX
104637,306.33,192.11,1.00,FIX,FIX
106635,306.20,191.40,1.00,FIX,FIX
108639,306.08,191.43,1.00,FIX,FIX
110646,306.17,191.68,1.00,FIX,FIX
112640,305.76,191.97,1.00,FIX,FIX
114640,305.70,192.42,1.00,FIX,FIX
116639,305.62,192.23,1.00,FIX,FIX
118658,305.48,191.51,1.00,FIX,FIX
120642,305.44,191.47,1.00,FIX,FIX
122640,305.52,191.95,1.00,FIX,FIX
124645,305.57,191.47,1.00,FIX,FIX
126640,305.51,191.85,1.00,FIX,FIX
128645,305.21,192.25,1.00,FIX,FIX
130647,305.44,191.50,1.00,FIX,FIX
132645,305.27,191.91,1.00,FIX,FIX
134641,305.50,192.00,1.00,FIX,FIX
136649,305.98,192.62,1.00,FIX,FIX
138651,305.37,192.36,1.00,FIX,FIX
140649,305.32,192.07,1.00,FIX,FIX
142651,305.49,191.97,1.00,FIX,FIX
144652,305.77,192.02,1.00,FIX,FIX
146648,305.94,191.81,1.00,FIX,FIX
148652,306.05,191.93,1.00,FIX,FIX
150652,305.81,192.38,1.00,FIX,FIX
152653,305.80,192.54,1.00,FIX,FIX
154654,305.92,192.62,1.00,FIX,FIX
156667,305.98,192.25,1.00,FIX,FIX
158657,305.89,192.49,1.00,FIX,FIX
160655,305.64,192.51,1.00,FIX,FIX
162657,305.81,192.29,1.00,FIX,FIX
164658,305.44,192.78,1.00,FIX,FIX
166662,305.51,192.31,1.00,FIX,FIX
168663,306.13,191.97,1.00,FIX,FIX
170665,306.05,192.72,1.00,FIX,FIX
172665,306.25,192.10,1.00,FIX,FIX
174663,305.94,191.19,1.00,FIX,FIX
176661,306.06,191.13,1.00,FIX,FIX
178672,306.14,191.38,1.00,FIX,FIX
180662,306.32,191.91,1.00,FIX,FIX
182662,306.43,192.00,1.00,FIX,FIX
184673,306.45,191.72,1.00,FIX,FIX
186669,306.81,192.04,1.00,FIX,FIX
188677,306.72,192.47,1.00,FIX,FIX
190668,306.52,192.66,1.00,FIX,FIX
192674,306.50,192.55,1.00,FIX,FIX
194667,306.52,192.34,1.00,FIX,FIX
196673,306.64,192.34,1.00,FIX,FIX
198669,306.61,192.06,1.00,FIX,FIX
200676,306.64,191.88,1.00,FIX,FIX
202677,306.90,191.77,1.00,FIX,FIX
204676,306.98,191.93,1.00,FIX,FIX
206679,306.80,191.79,1.00,FIX,FIX
208677,306.81,192.38,1.00,FIX,FIX
210676,306.76,192.47,1.00,FIX,FIX
212676,306.71,192.54,1.00,FIX,FIX
214673,307.06,193.33,1.00,FIX,FIX
216678,307.21,193.44,1.00,FIX,FIX
218678,307.19,193.68,1.00,FIX,FIX
220679,307.12,194.01,1.00,FIX,FIX
222679,306.83,194.03,1.00,FIX,FIX
224677,306.81,194.42,1.00,FIX,FIX
226687,306.70,194.29,1.00,FIX,FIX
228683,306.67,194.59,1.00,FIX,FIX
230684,306.90,194.35,1.00,FIX,FIX
232690,307.31,193.43,1.00,FIX,FIX
234683,307.42,193.31,1.00,FIX,FIX
236682,307.26,193.23,1.00,FIX,FIX
238688,307.44,193.37,1.00,FIX,FIX
240686,307.17,193.84,1.00,FIX,FIX
242686,307.05,194.55,1.00,FIX,FIX
244690,307.31,194.62,1.00,FIX,FIX
246685,307.38,194.61,1.00,FIX,FIX
248692,307.51,194.37,1.00,FIX,FIX
250692,307.88,194.02,1.00,FIX,FIX
252693,308.08,193.54,1.00,FIX,FIX
254692,307.98,193.83,1.00,FIX,FIX
256690,308.01,194.09,1.00,FIX,FIX
258695,307.69,194.29,1.00,FIX,FIX
260695,307.73,194.38,1.00,FIX,FIX
262693,308.07,194.16,1.00,FIX,FIX
264694,307.43,194.62,1.00,FIX,FIX
266694,307.43,194.60,1.00,FIX,FIX
268698,307.58,194.56,1.00,FIX,FIX
270696,307.52,194.76,1.00,FIX,FIX
272698,307.83,194.61,1.00,FIX,FIX
274703,308.20,194.53,1.00,FIX,FIX
276696,308.16,194.73,1.00,FIX,FIX
278702,308.08,194.91,1.00,FIX,FIX
280700,308.38,195.12,1.00,FIX,FIX
282699,308.55,195.50,1.00,FIX,FIX
284698,308.86,195.47,1.00,SACCADE,FIX
286706,308.98,195.83,1.00,SACCADE,FIX
288708,308.21,195.57,1.00,SACCADE,SACCADE
290704,306.88,194.50,1.00,SACCADE,SACCADE
292705,302.39,192.70,1.00,SACCADE,SACCADE
