@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1597,325.51,121.94,1.00,SP,FIX
3600,325.40,122.21,1.00,SP,FIX
5600,325.31,122.47,1.00,SP,FIX
7599,325.58,122.42,1.00,SP,FIX
9589,325.39,122.18,1.00,SP,FIX
11590,325.13,122.52,1.00,SP,FIX
13598,325.20,122.39,1.00,SP,FIX
15598,325.20,122.27,1.00,SP,FIX
17598,325.04,122.37,1.00,SP,FIX
19596,325.15,122.77,1.00,SP,FIX
21596,325.15,123.06,1.00,SP,FIX
23598,324.90,123.42,1.00,SP,FIX
25600,324.83,123.39,1.00,SP,FIX
27608,324.93,123.24,1.00,SP,FIX
29600,325.26,123.13,1.00,SP,FIX
31606,325.51,123.03,1.00,SP,FIX
33620,325.86,123.21,1.00,SP,FIX
35609,325.87,123.29,1.00,SP,FIX
37608,325.70,123.34,1.00,SP,FIX
39610,325.17,123.39,1.00,SP,FIX
41611,325.17,123.30,1.00,SP,FIX
43617,325.28,123.70,1.00,SP,FIX
45613,325.27,124.17,1.00,SP,FIX
47608,325.12,124.32,1.00,SP,FIX
49625,325.12,124.52,1.00,SP,FIX
51611,325.03,124.42,1.00,SP,FIX
53616,324.91,124.05,1.00,SP,FIX
55614,324.82,123.76,1.00,SP,FIX
57614,324.79,123.17,1.00,SP,FIX
59613,324.97,123.54,1.00,SP,FIX
61611,325.13,123.95,1.00,SP,FIX
63618,325.17,123.43,1.00,SP,FIX
65617,325.23,123.57,1.00,SP,FIX
67615,325.20,123.86,1.00,SP,FIX
69615,325.21,123.71,1.00,SP,FIX
71622,325.04,123.71,1.00,SP,FIX
73623,324.96,123.62,1.00,SP,FIX
75620,324.86,123.69,1.00,SP,FIX
77624,324.83,123.64,1.00,SP,FIX
79620,324.85,123.32,1.00,SP,FIX
81623,324.59,123.60,1.00,SP,FIX
83625,324.56,123.55,1.00,SP,FIX
85628,324.45,123.82,1.00,SP,FIX
87623,324.50,123.87,1.00,SP,FIX
89626,324.73,124.04,1.00,SP,FIX
91625,324.83,124.25,1.00,SP,FIX
93629,325.05,124.11,1.00,SP,FIX
95625,325.12,124.11,1.00,SP,FIX
97629,324.87,124.03,1.00,SP,FIX
99625,324.62,123.89,1.00,SP,FIX
101627,324.63,123.76,1.00,SP,FIX
103632,324.40,124.01,1.00,SP,FIX
105633,324.72,124.16,1.00,SP,FIX
107632,324.94,124.32,1.00,SP,FIX
109631,325.07,123.83,1.00,SP,FIX
111633,325.07,123.82,1.00,SP,FIX
113634,324.92,123.66,1.00,SP,FIX
115637,325.13,123.81,1.00,SP,FIX
117633,324.97,124.43,1.00,SP,FIX
119635,324.84,124.80,1.00,SP,FIX
121637,324.67,124.56,1.00,SP,FIX
123640,324.65,124.48,1.00,SP,FIX
125643,324.60,124.56,1.00,SP,FIX
127642,324.63,124.76,1.00,SP,FIX
129641,324.45,124.92,1.00,SP,FIX
131653,324.57,125.17,1.00,SP,FIX
133643,324.85,124.90,1.00,SP,FIX
135643,324.66,125.17,1.00,SP,FIX
137644,324.54,125.23,1.00,SP,FIX
139644,324.41,125.09,1.00,SP,FIX
141642,324.04,124.67,1.00,SP,FIX
143646,323.91,124.69,1.00,SP,FIX
145647,323.80,125.04,1.00,SP,FIX
147648,323.69,125.21,1.00,SP,FIX
149648,323.38,125.24,1.00,SP,FIX
151648,323.31,125.33,1.00,SP,FIX
153649,323.46,125.42,1.00,SP,FIX
155658,323.51,125.58,1.00,SP,FIX
157648,323.57,125.27,1.00,SP,FIX
159652,323.30,125.31,1.00,SP,FIX
161651,323.45,125.63,1.00,SP,FIX
163654,323.33,126.19,1.00,SP,FIX
165652,322.79,126.59,1.00,SP,FIX
167655,322.39,126.13,1.00,SP,FIX
