gazeX,gazeY
233.51028963414635,119.90777777777778
233.42339939024393,120.02333333333334
233.47408536585365,120.00166666666667
233.34375,119.91499999999999
233.29306402439025,120.10277777777777
233.2641006097561,119.92944444444444
233.2641006097561,119.58999999999999
233.41615853658539,119.77055555555555
233.6189024390244,119.77055555555555
233.5175304878049,119.94388888888889
233.51028963414635,120.18944444444443
233.4958079268293,120.53611111111111
233.43064024390245,120.52888888888889
233.55373475609758,120.2688888888889
233.1989329268293,119.77777777777777
233.39443597560975,119.96555555555555
233.24961890243904,120.02333333333334
233.1699695121951,120.01611111111112
233.29306402439025,120.26166666666667
233.3799542682927,120.12444444444445
233.37271341463418,120.08833333333334
233.3799542682927,119.75611111111111
233.41615853658539,119.66222222222223
233.6261432926829,119.72
233.9375,119.74888888888889
234.16196646341464,119.57555555555555
234.1909298780488,119.31555555555555
234.20541158536585,119.12055555555555
234.21989329268297,119.07722222222222
234.13300304878052,118.86055555555556
234.2560975609756,118.615
234.27782012195124,118.46333333333334
234.45160060975613,118.37666666666667
234.6108993902439,118.485
234.63986280487808,118.39833333333334
234.71951219512198,118.31166666666667
234.7629573170732,118.13833333333334
234.8860518292683,117.95055555555555
234.98018292682926,117.95055555555555
235.08879573170734,117.98666666666666
235.13224085365857,117.90722222222222
235.030868902439,118.03722222222223
235.05259146341464,117.82055555555556
235.0236280487805,117.445
234.91501524390245,117.40166666666666
235.11775914634146,117.12722222222222
235.030868902439,117.14166666666667
235.08155487804882,117.51722222222223
235.1612042682927,117.53166666666667
234.8643292682927,117.61833333333334
234.69054878048783,117.35111111111111
234.63986280487808,117.33666666666667
234.69054878048783,117.575
234.55297256097563,117.835
234.56021341463415,117.705
234.328506097561,117.63277777777778
234.4733231707317,117.65444444444445
234.58193597560978,117.64722222222223
234.437118902439,117.69777777777777
234.2923018292683,117.74833333333333
234.34298780487805,117.93611111111112
234.28506097560978,118.16722222222222
234.26333841463415,118.10944444444443
234.30678353658536,118.00833333333333
234.2923018292683,117.63277777777778
234.00990853658539,117.71222222222222
234.14748475609758,117.95055555555555
234.24161585365854,118.00833333333333
234.32126524390245,118.02277777777778
234.36471036585368,117.92888888888889
234.22713414634148,118.00111111111111
234.1909298780488,118.18166666666667
234.1185213414634,118.05166666666666
234.03887195121953,118.16722222222222
233.99542682926833,118.01555555555555
234.0895579268293,118.00111111111111
234.14748475609758,117.92166666666667
234.24161585365854,117.87833333333333
234.16920731707316,117.75555555555556
233.87957317073173,117.56777777777778
233.93025914634146,117.43777777777778
234.04611280487808,117.63277777777778
234.2126524390244,117.79166666666667
234.26333841463415,117.73388888888888
234.16920731707316,117.86388888888888
234.03163109756096,117.74111111111111
233.96646341463415,117.835
234.1185213414634,117.97944444444445
234.0533536585366,117.84944444444444
233.9737042682927,117.835
233.9737042682927,117.77722222222222
234.24161585365854,117.76277777777777
234.19817073170734,117.74833333333333
233.29306402439025,117.85666666666667
230.51981707317074,117.74111111111111
227.55830792682926,117.56055555555555
221.9176829268293,116.88166666666666
215.61814024390242,114.89555555555555
207.60251524390245,110.46833333333333
204.02553353658536,108.00555555555556
198.99314024390245,104.185
195.6044207317073,100.45833333333333
192.74428353658539,96.78222222222222
191.51333841463415,95.44611111111112
189.23971036585368,93.90777777777778
185.01829268292684,92.99055555555555
183.7873475609756,93.12055555555555
183.25152439024393,93.46000000000001
183.07774390243904,93.95833333333334
182.8098323170732,93.95833333333334
182.46951219512195,93.48166666666667
182.50571646341464,93.22888888888889
182.5201981707317,93.02666666666667
182.9546493902439,92.97611111111111
184.0190548780488,93.15666666666667
185.30068597560975,93.66944444444444
186.01753048780486,93.85
186.4519817073171,93.84277777777777
186.80678353658539,93.81388888888888
187.03125000000003,93.6838888888889
187.06021341463415,93.72722222222222
186.84298780487808,93.61888888888889
186.6692073170732,93.58277777777778
186.48818597560978,93.48888888888888
186.52439024390247,93.655
186.58231707317074,93.83555555555554
186.78506097560975,93.66222222222223
187.00228658536585,93.22166666666666
187.125381097561,93.40944444444443
187.1905487804878,93.53222222222222
187.42949695121953,93.64055555555555
187.6612042682927,93.40222222222222
187.90739329268294,93.12055555555555
188.21150914634148,93.13499999999999
188.05945121951223,93.35166666666666
188.11013719512198,93.44555555555556
187.99428353658536,93.53222222222222
188.24771341463418,93.55388888888888
188.1535823170732,93.27944444444444
188.21875,93.30833333333334
188.16082317073173,93.38055555555556
188.00876524390242,93.28666666666666
188.23323170731706,93.31555555555556
188.312881097561,93.16388888888889
188.18978658536585,93.07
188.12461890243904,93.22888888888889
188.16806402439025,93.33722222222222
188.23323170731706,93.43833333333333
188.34908536585368,93.36611111111111
188.18978658536585,93.07
188.1753048780488,92.88222222222223
187.91463414634146,93.13499999999999
187.7625762195122,93.25777777777778
187.71189024390245,93.22888888888889
187.8639481707317,93.22166666666666
187.84946646341464,93.18555555555557
187.90739329268294,93.12055555555555
187.94359756097563,93.14222222222222
188.29115853658539,92.93277777777777
187.97256097560978,92.52111111111111
187.74085365853657,92.61500000000001
187.57431402439025,92.49944444444445
187.4439786585366,92.6511111111111
187.45846036585365,92.745
187.71189024390245,92.875
187.74809451219514,92.96166666666667
187.5887957317073,92.60777777777778
187.42225609756096,92.30444444444444
187.45121951219514,91.74833333333333
187.4801829268293,91.705
187.6467225609756,92.12388888888889
187.6829268292683,91.99388888888889
187.61051829268294,91.97944444444445
187.65396341463418,91.97222222222223
187.63224085365854,91.71222222222222
187.5815548780488,91.56777777777778
187.57431402439025,91.87833333333333
187.55259146341464,91.75555555555556
187.7263719512195,91.67611111111111
187.7263719512195,91.61833333333334
187.7842987804878,91.59666666666666
187.7987804878049,91.62555555555555
187.51638719512198,91.69055555555556
187.625,91.575
187.53086890243904,91.67611111111111
187.8567073170732,91.75555555555556
188.02324695121953,91.92166666666668
188.13185975609755,92.23944444444444
188.1028963414634,91.99388888888889
188.1391006097561,91.92166666666668
188.0739329268293,91.80611111111111
188.08841463414635,91.66888888888889
188.09565548780486,91.88555555555556
187.98704268292684,91.99388888888889
188.1028963414634,92.0588888888889
188.1753048780488,91.76277777777777
188.12461890243904,91.73388888888888
188.1753048780488,91.67611111111111
187.99428353658536,91.445
187.98704268292684,91.67611111111111
188.20426829268294,91.51722222222222
188.13185975609755,91.61111111111111
188.19702743902442,91.38
188.2839176829268,91.48833333333333
188.16806402439025,91.65444444444444
188.1173780487805,91.78444444444443
188.05221036585365,91.705
187.89291158536588,91.56055555555557
187.92911585365857,91.53166666666667
187.83498475609758,91.61833333333334
187.79153963414637,91.63277777777778
187.7987804878049,91.46666666666667
187.6901676829268,91.45222222222222
187.61051829268294,91.43055555555556
187.75533536585368,91.4088888888889
187.75533536585368,91.4088888888889
187.83498475609758,91.41611111111112
187.75533536585368,91.42333333333333
187.6612042682927,91.19222222222223
187.625,90.96111111111111
187.52362804878052,90.90333333333334
187.77705792682926,90.795
187.90739329268294,90.75888888888889
187.83498475609758,90.67944444444444
187.83498475609758,90.68666666666667
187.84946646341464,90.26777777777778
187.89291158536588,90.13055555555556
187.9580792682927,90.275
187.99428353658536,90.275
187.95083841463415,90.32555555555555
187.77705792682926,90.39055555555555
187.6829268292683,90.34
187.8639481707317,90.18833333333333
188.16806402439025,90.15222222222222
188.4142530487805,89.74777777777777
188.5301067073171,89.5961111111111
188.46493902439022,89.82722222222222
188.6387195121951,89.74055555555555
188.4939024390244,89.82722222222222
188.3563262195122,89.84166666666667
188.29839939024393,89.33611111111111
188.4576981707317,89.30722222222222
188.34184451219514,89.10499999999999
188.34184451219514,88.75833333333333
188.34908536585368,88.83777777777777
188.47942073170734,88.85222222222222
188.5301067073171,88.69333333333333
188.56631097560978,88.99666666666667
188.4721798780488,88.94611111111112
188.37804878048783,88.75833333333333
188.50838414634146,88.94611111111112
188.58079268292684,88.86666666666667
188.89939024390245,88.98222222222222
189.00076219512195,88.69333333333333
189.15282012195124,88.46222222222222
189.40625,88.35388888888889
189.45693597560975,88.46222222222222
189.51486280487808,88.46222222222222
189.49314024390245,88.44777777777779
189.33384146341464,88.28888888888889
189.36280487804876,88.57777777777778
189.35556402439025,88.66444444444444
189.2252286585366,88.51277777777777
188.60251524390247,88.51277777777777
187.233993902439,88.46944444444445
184.88071646341464,88.34666666666666
182.3174542682927,88.31055555555557
180.6013719512195,88.28888888888889
178.82012195121953,88.00722222222223
178.65358231707316,88.00722222222223
178.92149390243904,87.76166666666667
179.7831554878049,87.60999999999999
180.5362042682927,87.24888888888889
181.2458079268293,87.11166666666666
181.5064786585366,86.96722222222222
181.63681402439025,86.92388888888888
