@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
1149,337.51,162.13,1.00,FIX,FIX
3138,337.20,162.40,1.00,FIX,FIX
5145,337.58,162.30,1.00,FIX,FIX
7138,337.99,161.52,1.00,FIX,FIX
9139,337.88,161.51,1.00,FIX,FIX
11146,337.82,161.04,1.00,FIX,FIX
13141,337.93,161.01,1.00,FIX,FIX
15151,337.86,161.32,1.00,FIX,FIX
17152,337.94,161.97,1.00,FIX,FIX
19162,338.10,161.93,1.00,FIX,FIX
21152,337.53,162.36,1.00,FIX,FIX
23165,337.69,161.78,1.00,FIX,FIX
25150,337.74,161.47,1.00,FIX,FIX
27151,337.63,161.09,1.00,FIX,FIX
29150,337.50,160.96,1.00,FIX,FIX
31157,337.69,161.03,1.00,FIX,FIX
33164,337.75,161.34,1.00,FIX,FIX
35154,337.75,161.19,1.00,FIX,FIX
37157,337.95,161.34,1.00,FIX,FIX
39157,337.95,161.32,1.00,FIX,FIX
41158,338.02,161.28,1.00,FIX,FIX
43159,337.99,161.01,1.00,FIX,FIX
45159,338.17,161.12,1.00,FIX,FIX
47159,338.39,161.11,1.00,FIX,FIX
49159,338.44,160.31,1.00,FIX,FIX
51163,338.26,160.01,1.00,FIX,FIX
53162,338.10,160.00,1.00,FIX,FIX
55166,337.88,160.51,1.00,FIX,FIX
57164,337.61,160.78,1.00,FIX,FIX
59166,337.13,161.25,1.00,FIX,FIX
61168,337.29,161.57,1.00,FIX,FIX
63170,337.45,161.52,1.00,FIX,FIX
65173,338.00,160.94,1.00,FIX,FIX
67168,338.11,160.66,1.00,FIX,FIX
69167,337.82,160.77,1.00,FIX,FIX
71171,337.93,161.16,1.00,FIX,FIX
73174,338.37,161.43,1.00,FIX,FIX
75172,338.82,161.51,1.00,FIX,FIX
77172,338.62,160.84,1.00,FIX,FIX
79169,338.49,160.74,1.00,FIX,FIX
81173,338.05,160.91,1.00,FIX,FIX
83173,337.94,161.14,1.00,FIX,FIX
85173,338.07,161.21,1.00,FIX,FIX
87173,338.09,161.12,1.00,FIX,FIX
89177,338.45,161.23,1.00,FIX,FIX
91181,338.52,160.90,1.00,FIX,FIX
93179,338.69,160.51,1.00,FIX,FIX
95184,338.90,160.46,1.00,FIX,FIX
97180,338.69,159.89,1.00,FIX,FIX
99181,338.83,160.42,1.00,FIX,FIX
101183,338.39,160.54,1.00,FIX,FIX
103181,338.04,160.66,1.00,FIX,FIX
105194,337.68,160.74,1.00,FIX,FIX
107179,337.19,160.65,1.00,FIX,FIX
109184,337.62,160.48,1.00,FIX,FIX
111185,338.02,160.96,1.00,FIX,FIX
113184,338.08,160.85,1.00,FIX,FIX
115184,338.38,160.35,1.00,FIX,FIX
117185,338.08,160.29,1.00,FIX,FIX
119185,337.94,160.34,1.00,FIX,FIX
121197,338.24,160.74,1.00,FIX,FIX
123189,338.02,160.63,1.00,FIX,FIX
125190,337.94,160.13,1.00,FIX,FIX
127190,338.00,160.19,1.00,FIX,FIX
129187,337.78,160.89,1.00,FIX,FIX
131191,337.52,161.03,1.00,FIX,FIX
133190,337.83,161.26,1.00,FIX,FIX
135193,337.90,160.65,1.00,FIX,FIX
137194,337.92,160.66,1.00,FIX,FIX
139195,338.00,160.72,1.00,FIX,FIX
141200,337.70,160.07,1.00,FIX,FIX
143197,337.11,159.90,1.00,FIX,FIX
145194,336.96,160.12,1.00,FIX,FIX
147197,337.06,160.11,1.00,FIX,FIX
149193,337.29,160.31,1.00,FIX,FIX
151201,337.44,160.37,1.00,FIX,FIX
