@RELATION gaze_labels

%@METADATA width_px 640
%@METADATA height_px 360
%@METADATA width_mm 475.00
%@METADATA height_mm 267.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
302,320.68,186.85,1.00,FIX,FIX
2301,320.99,187.07,1.00,FIX,FIX
4301,321.19,186.97,1.00,FIX,FIX
6302,321.32,186.57,1.00,FIX,FIX
8303,321.32,186.12,1.00,FIX,FIX
10302,321.53,186.13,1.00,FIX,FIX
12302,321.62,186.84,1.00,FIX,FIX
14302,321.33,187.13,1.00,FIX,FIX
16310,321.38,187.26,1.00,FIX,FIX
18316,321.23,187.00,1.00,FIX,FIX
20306,321.08,186.79,1.00,FIX,FIX
22307,320.96,185.91,1.00,FIX,FIX
24307,321.34,185.96,1.00,FIX,FIX
26308,321.11,186.06,1.00,FIX,FIX
28310,321.05,186.83,1.00,FIX,FIX
30311,321.10,187.21,1.00,FIX,FIX
32311,320.71,187.72,1.00,FIX,FIX
34313,320.75,189.08,1.00,FIX,FIX
36312,320.41,189.00,1.00,FIX,FIX
38317,320.45,188.84,1.00,FIX,FIX
40315,320.39,188.72,1.00,FIX,FIX
42318,320.69,188.76,1.00,FIX,FIX
44316,320.94,188.63,1.00,FIX,FIX
46316,320.97,188.86,1.00,FIX,FIX
48319,321.15,188.50,1.00,FIX,FIX
50319,321.65,188.15,1.00,FIX,FIX
52319,321.95,187.66,1.00,FIX,FIX
54319,321.82,188.45,1.00,FIX,FIX
56320,322.00,188.71,1.00,FIX,FIX
58322,321.61,188.97,1.00,FIX,FIX
60326,321.50,189.19,1.00,FIX,FIX
62321,322.00,189.13,1.00,FIX,FIX
64326,321.87,188.73,1.00,FIX,FIX
66322,321.68,188.84,1.00,FIX,FIX
68326,321.93,188.85,1.00,FIX,FIX
70327,321.85,188.71,1.00,FIX,FIX
72326,321.33,188.09,1.00,FIX,FIX
74328,321.37,187.50,1.00,FIX,FIX
76327,320.95,187.29,1.00,FIX,FIX
78330,320.89,188.68,1.00,FIX,FIX
80329,320.72,188.59,1.00,FIX,FIX
82332,321.12,188.47,1.00,FIX,FIX
84331,321.43,188.59,1.00,FIX,FIX
86331,321.58,188.34,1.00,FIX,FIX
88337,321.62,188.89,1.00,FIX,FIX
90333,320.95,188.53,1.00,FIX,FIX
92335,320.81,187.75,1.00,FIX,FIX
94336,320.70,187.46,1.00,FIX,FIX
96333,320.01,188.07,1.00,FIX,FIX
98337,320.17,189.02,1.00,FIX,FIX
100337,320.05,188.74,1.00,FIX,FIX
102340,319.69,188.53,1.00,FIX,FIX
104338,319.86,187.97,1.00,FIX,FIX
106337,319.69,188.25,1.00,FIX,FIX
108342,319.61,188.97,1.00,FIX,FIX
110340,319.14,188.60,1.00,FIX,FIX
112340,319.19,188.47,1.00,FIX,FIX
114340,319.34,188.16,1.00,FIX,FIX
116340,319.16,188.14,1.00,FIX,FIX
118342,318.82,188.00,1.00,FIX,FIX
120346,318.51,188.25,1.00,FIX,FIX
122347,318.47,187.35,1.00,FIX,FIX
124352,318.51,187.19,1.00,FIX,FIX
126346,318.43,187.00,1.00,FIX,FIX
128348,318.39,188.01,1.00,FIX,FIX
130349,318.50,188.85,1.00,FIX,FIX
132349,319.05,189.07,1.00,FIX,FIX
134349,319.23,189.93,1.00,FIX,SACCADE
136346,315.94,189.72,1.00,SACCADE,SACCADE
138350,311.08,190.04,1.00,SACCADE,SACCADE
140349,308.52,189.57,1.00,SACCADE,SACCADE
142351,305.90,190.00,1.00,SACCADE,SACCADE
144349,294.02,189.74,1.00,SACCADE,SACCADE
146351,291.66,189.29,1.00,SACCADE,SACCADE
148357,289.15,187.91,1.00,SACCADE,SACCADE
150358,277.96,185.83,1.00,SACCADE,SACCADE
152354,270.25,185.19,1.00,SACCADE,SACCADE
154355,268.85,184.03,1.00,SACCADE,SACCADE
156353,268.55,182.67,1.00,SACCADE,SACCADE
158363,264.22,182.03,1.00,SACCADE,SACCADE
160358,261.39,180.92,1.00,SACCADE,SACCADE
162359,257.71,180.01,1.00,SACCADE,SACCADE
164359,255.06,179.00,1.00,SACCADE,SACCADE
166359,254.50,176.19,1.00,SACCADE,SACCADE
168362,254.00,176.37,1.00,SACCADE,SACCADE
170361,253.78,176.68,1.00,SACCADE,FIX
172362,253.81,176.45,1.00,SACCADE,FIX
174365,254.00,177.87,1.00,FIX,FIX
176363,254.03,178.50,1.00,FIX,FIX
178367,253.63,178.41,1.00,FIX,FIX
180365,253.65,178.09,1.00,FIX,FIX
182367,253.41,178.46,1.00,FIX,FIX
184364,254.29,178.57,1.00,FIX,FIX
186364,254.66,178.44,1.00,FIX,FIX
188370,254.47,178.44,1.00,FIX,FIX
190368,254.16,178.03,1.00,FIX,FIX
192373,253.66,178.22,1.00,FIX,FIX
194371,252.68,177.68,1.00,FIX,FIX
196371,251.60,177.69,1.00,FIX,FIX
198375,252.03,177.66,1.00,FIX,FIX
200373,252.19,176.82,1.00,FIX,FIX
202382,252.29,176.68,1.00,FIX,FIX
204369,252.01,177.14,1.00,FIX,FIX
206386,251.53,176.74,1.00,FIX,FIX
208378,251.68,177.03,1.00,FIX,FIX
210376,251.75,176.91,1.00,FIX,FIX
212380,251.32,176.25,1.00,FIX,FIX
214379,251.55,176.04,1.00,FIX,FIX
216376,251.80,175.84,1.00,FIX,FIX
218381,251.24,175.37,1.00,FIX,FIX
220379,251.63,175.31,1.00,FIX,FIX
222378,251.50,176.01,1.00,FIX,FIX
224379,251.55,176.16,1.00,FIX,FIX
226379,252.09,175.33,1.00,FIX,FIX
228384,251.84,175.15,1.00,FIX,FIX
230383,252.24,177.53,1.00,FIX,FIX
232383,252.84,177.91,1.00,FIX,FIX
234387,253.31,176.75,1.00,FIX,FIX
236383,253.67,176.87,1.00,FIX,FIX
238387,253.50,176.04,1.00,FIX,FIX
240385,253.51,175.88,1.00,FIX,FIX
242388,253.85,176.29,1.00,FIX,FIX
244393,253.94,176.00,1.00,FIX,FIX
246390,254.54,175.91,1.00,FIX,FIX
248395,254.68,175.90,1.00,FIX,FIX
250394,254.47,175.43,1.00,FIX,FIX
252391,254.13,176.07,1.00,FIX,FIX
254393,254.08,176.25,1.00,FIX,FIX
256392,254.25,176.50,1.00,FIX,FIX
258395,254.25,177.03,1.00,FIX,FIX
260397,253.99,176.20,1.00,FIX,FIX
262405,253.65,174.82,1.00,FIX,FIX
264394,252.97,175.20,1.00,FIX,FIX
266394,252.68,175.03,1.00,FIX,FIX
268398,252.59,175.08,1.00,FIX,FIX
270398,252.48,175.75,1.00,FIX,FIX
272397,252.51,175.19,1.00,FIX,FIX
274401,253.22,175.10,1.00,FIX,FIX
276398,253.28,174.53,1.00,FIX,FIX
278403,253.47,174.50,1.00,FIX,FIX
280403,253.72,174.68,1.00,FIX,FIX
282401,254.22,174.53,1.00,FIX,FIX
284404,254.62,174.76,1.00,FIX,FIX
286403,254.88,175.18,1.00,FIX,FIX
288416,254.29,175.35,1.00,FIX,FIX
290407,254.06,175.49,1.00,FIX,FIX
292404,253.54,175.21,1.00,FIX,FIX
294404,253.29,175.40,1.00,FIX,FIX
296409,253.92,175.04,1.00,FIX,FIX
298407,253.53,174.66,1.00,FIX,FIX
300410,254.29,174.72,1.00,FIX,FIX
302408,253.84,174.96,1.00,FIX,FIX
304411,252.91,175.15,1.00,FIX,FIX
306406,253.77,175.41,1.00,FIX,FIX
308412,253.83,175.97,1.00,FIX,FIX
310411,255.28,176.44,1.00,FIX,FIX
312413,255.72,177.01,1.00,SACCADE,FIX
314413,256.19,176.46,1.00,SACCADE,SACCADE
316414,254.54,176.38,1.00,SACCADE,SACCADE
318416,244.00,176.26,1.00,SACCADE,SACCADE
320418,240.07,175.01,1.00,SACCADE,SACCADE
322424,239.03,173.84,1.00,SACCADE,SACCADE
324418,230.33,170.16,1.00,SACCADE,SACCADE
326417,223.82,168.66,1.00,SACCADE,SACCADE
328420,221.09,168.74,1.00,SACCADE,SACCADE
330422,219.68,168.76,1.00,SACCADE,SACCADE
332420,212.35,168.77,1.00,SACCADE,SACCADE
334423,205.90,168.50,1.00,SACCADE,SACCADE
336425,203.59,167.88,1.00,SACCADE,SACCADE
338426,202.29,167.46,1.00,SACCADE,SACCADE
340425,201.53,167.22,1.00,SACCADE,SACCADE
342425,200.31,166.93,1.00,FIX,FIX
344423,199.11,166.47,1.00,FIX,FIX
346426,198.84,166.44,1.00,FIX,FIX
348426,198.72,165.78,1.00,FIX,FIX
350426,198.13,166.09,1.00,FIX,FIX
352425,198.20,165.56,1.00,FIX,FIX
