@RELATION gaze_labels

%@METADATA width_px 528
%@METADATA height_px 224
%@METADATA width_mm 475.00
%@METADATA height_mm 201.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
889,260.76,103.58,1.00,FIX,FIX
2883,260.63,103.55,1.00,FIX,FIX
4885,260.62,103.44,1.00,FIX,FIX
6884,260.56,103.69,1.00,FIX,FIX
8889,260.51,103.92,1.00,FIX,FIX
10888,260.46,104.24,1.00,FIX,FIX
12888,260.35,104.08,1.00,FIX,FIX
14886,260.34,104.24,1.00,FIX,FIX
16887,260.51,104.51,1.00,FIX,FIX
18890,260.58,104.35,1.00,FIX,FIX
20891,260.31,104.55,1.00,FIX,FIX
22889,260.51,104.52,1.00,FIX,FIX
24899,260.68,103.90,1.00,FIX,FIX
26898,260.77,103.84,1.00,FIX,FIX
28893,260.76,104.02,1.00,FIX,FIX
30898,260.42,104.03,1.00,FIX,FIX
33103,260.08,103.95,1.00,FIX,FIX
34899,260.12,103.60,1.00,FIX,FIX
36898,259.82,103.66,1.00,FIX,FIX
38904,259.60,103.59,1.00,FIX,FIX
40905,259.64,103.57,1.00,FIX,FIX
42906,259.57,103.78,1.00,FIX,FIX
44905,259.41,103.88,1.00,FIX,FIX
46904,259.51,104.29,1.00,FIX,FIX
48902,259.45,104.20,1.00,FIX,FIX
50904,259.68,103.95,1.00,FIX,FIX
52905,259.47,103.61,1.00,FIX,FIX
54904,259.58,104.15,1.00,FIX,FIX
56904,259.53,104.62,1.00,FIX,FIX
58907,259.57,104.97,1.00,FIX,FIX
60905,259.57,104.86,1.00,FIX,FIX
62903,259.36,104.52,1.00,FIX,FIX
64907,259.46,104.43,1.00,FIX,FIX
66906,259.15,104.24,1.00,FIX,FIX
68911,259.31,104.27,1.00,FIX,FIX
70918,259.24,104.69,1.00,FIX,FIX
73181,259.01,105.06,1.00,FIX,FIX
74918,259.28,105.09,1.00,FIX,FIX
76909,259.04,105.17,1.00,FIX,FIX
78928,259.13,104.67,1.00,FIX,FIX
80917,259.25,104.34,1.00,FIX,FIX
82914,259.40,104.50,1.00,FIX,FIX
84913,259.49,104.49,1.00,FIX,FIX
86915,259.33,104.81,1.00,FIX,FIX
88916,259.33,105.06,1.00,FIX,FIX
90914,259.34,104.97,1.00,FIX,FIX
92918,259.14,104.81,1.00,FIX,FIX
94916,259.17,104.51,1.00,FIX,FIX
96918,259.40,104.40,1.00,FIX,FIX
98919,259.48,104.58,1.00,FIX,FIX
100918,259.46,104.68,1.00,FIX,FIX
102926,259.75,104.65,1.00,FIX,FIX
104926,259.50,104.93,1.00,FIX,FIX
106924,259.39,105.08,1.00,FIX,FIX
108928,259.45,105.31,1.00,FIX,FIX
110925,259.26,105.43,1.00,FIX,FIX
112935,259.24,105.40,1.00,FIX,FIX
114930,259.55,104.98,1.00,FIX,FIX
116929,259.33,104.93,1.00,FIX,FIX
118934,259.71,105.02,1.00,FIX,FIX
120930,259.61,104.99,1.00,FIX,FIX
122928,259.50,105.06,1.00,FIX,FIX
124932,259.43,105.02,1.00,FIX,FIX
126928,259.60,105.06,1.00,FIX,FIX
128933,259.58,105.24,1.00,FIX,FIX
130933,259.49,105.28,1.00,FIX,FIX
132933,259.40,105.34,1.00,FIX,FIX
134934,259.47,105.41,1.00,FIX,FIX
136930,259.72,105.18,1.00,FIX,FIX
138934,260.00,105.23,1.00,FIX,FIX
140939,259.91,105.10,1.00,FIX,FIX
142934,260.05,105.11,1.00,FIX,FIX
144936,259.70,105.29,1.00,FIX,FIX
146936,259.64,105.15,1.00,FIX,FIX
148941,259.74,104.97,1.00,FIX,FIX
150939,259.65,104.97,1.00,FIX,FIX
152939,259.52,104.74,1.00,FIX,FIX
154942,259.63,105.08,1.00,FIX,FIX
156943,259.66,105.30,1.00,FIX,FIX
158944,259.89,105.42,1.00,FIX,FIX
160959,260.03,105.37,1.00,FIX,FIX
162946,260.06,105.18,1.00,FIX,FIX
164947,259.98,104.88,1.00,FIX,FIX
166944,259.92,104.87,1.00,FIX,FIX
168945,260.14,104.95,1.00,FIX,FIX
170945,260.28,105.10,1.00,FIX,FIX
172945,260.39,105.06,1.00,FIX,FIX
174947,260.44,105.15,1.00,FIX,FIX
176948,260.34,105.26,1.00,FIX,FIX
178952,260.11,105.20,1.00,FIX,FIX
180954,259.88,105.24,1.00,FIX,FIX
182951,259.59,104.94,1.00,FIX,FIX
184952,259.71,104.71,1.00,FIX,FIX
186950,259.88,104.53,1.00,FIX,FIX
188952,259.95,104.83,1.00,FIX,FIX
190953,260.05,104.86,1.00,FIX,FIX
192958,260.22,104.69,1.00,FIX,FIX
194958,260.30,105.04,1.00,FIX,FIX
196953,260.39,105.00,1.00,FIX,FIX
198957,260.69,105.09,1.00,FIX,FIX
200963,260.78,105.00,1.00,FIX,FIX
202961,260.69,104.95,1.00,FIX,FIX
204956,260.48,104.88,1.00,FIX,FIX
206955,260.27,105.01,1.00,FIX,FIX
208960,260.15,105.09,1.00,FIX,FIX
210965,260.34,105.21,1.00,FIX,FIX
212962,260.39,105.14,1.00,FIX,FIX
214961,260.52,105.26,1.00,FIX,FIX
216964,260.66,105.61,1.00,FIX,FIX
218967,260.45,105.71,1.00,FIX,FIX
220967,260.60,105.66,1.00,FIX,FIX
222966,260.31,105.94,1.00,FIX,FIX
224967,259.87,105.73,1.00,FIX,FIX
226964,259.95,105.78,1.00,FIX,FIX
228970,259.69,105.93,1.00,FIX,FIX
230969,259.55,105.82,1.00,FIX,FIX
232971,259.80,106.19,1.00,FIX,FIX
234970,259.77,106.37,1.00,FIX,FIX
236968,260.23,106.54,1.00,FIX,FIX
238975,259.85,106.48,1.00,FIX,FIX
240968,259.87,106.23,1.00,FIX,FIX
242987,260.00,106.20,1.00,FIX,FIX
244974,259.81,106.11,1.00,FIX,FIX
246970,260.00,106.58,1.00,FIX,FIX
248976,259.99,106.91,1.00,FIX,FIX
250975,260.10,107.19,1.00,FIX,FIX
252977,260.18,107.34,1.00,FIX,FIX
254977,260.10,107.24,1.00,FIX,FIX
256985,259.99,107.07,1.00,FIX,FIX
258982,259.66,107.16,1.00,FIX,FIX
260979,259.46,107.14,1.00,FIX,FIX
262978,259.28,106.88,1.00,FIX,FIX
264977,259.14,107.42,1.00,FIX,FIX
266977,259.02,107.54,1.00,FIX,FIX
268981,258.88,107.55,1.00,FIX,FIX
270989,258.94,108.02,1.00,FIX,FIX
272984,258.85,107.96,1.00,FIX,FIX
