@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
668,317.73,139.01,1.00,FIX,FIX
2667,317.70,139.11,1.00,FIX,FIX
4670,317.80,138.88,1.00,FIX,FIX
6671,317.83,139.11,1.00,FIX,FIX
8668,318.03,139.13,1.00,FIX,FIX
10668,318.18,139.36,1.00,FIX,FIX
12672,318.07,139.64,1.00,FIX,FIX
14677,318.25,139.64,1.00,FIX,FIX
16679,318.14,139.57,1.00,FIX,FIX
18679,318.11,139.64,1.00,FIX,FIX
20675,318.11,139.47,1.00,FIX,FIX
22675,318.14,139.42,1.00,FIX,FIX
24683,318.49,139.65,1.00,FIX,FIX
26684,318.80,139.71,1.00,FIX,FIX
28683,318.98,139.87,1.00,FIX,FIX
30683,318.71,140.05,1.00,FIX,FIX
33102,318.81,139.97,1.00,FIX,FIX
34684,318.86,139.99,1.00,FIX,FIX
36681,318.63,140.28,1.00,FIX,FIX
38685,318.58,140.33,1.00,FIX,FIX
40691,318.65,140.03,1.00,FIX,FIX
42684,318.58,139.80,1.00,FIX,FIX
44693,318.67,139.95,1.00,FIX,FIX
46690,318.82,140.00,1.00,FIX,FIX
48687,318.86,140.41,1.00,FIX,FIX
50688,318.76,140.34,1.00,FIX,FIX
52687,318.64,140.01,1.00,FIX,FIX
54690,318.78,140.52,1.00,FIX,FIX
56691,318.61,140.29,1.00,FIX,FIX
58694,318.76,140.40,1.00,FIX,FIX
60691,318.77,140.46,1.00,FIX,FIX
62690,318.46,140.32,1.00,FIX,FIX
64697,318.14,140.20,1.00,FIX,FIX
66693,318.08,140.11,1.00,FIX,FIX
68691,318.19,140.34,1.00,FIX,FIX
70705,318.05,140.31,1.00,FIX,FIX
73154,317.72,140.41,1.00,FIX,FIX
74701,317.46,140.37,1.00,FIX,FIX
76713,317.44,140.23,1.00,FIX,FIX
78704,317.78,139.73,1.00,FIX,FIX
80699,317.88,139.78,1.00,FIX,FIX
82701,317.75,139.57,1.00,FIX,FIX
84704,317.60,140.02,1.00,FIX,FIX
86714,317.30,140.29,1.00,FIX,FIX
88701,317.34,140.50,1.00,FIX,FIX
90701,317.40,140.33,1.00,FIX,FIX
92703,317.22,140.41,1.00,FIX,FIX
94705,317.06,140.03,1.00,FIX,FIX
96708,316.94,139.66,1.00,FIX,FIX
98705,317.05,139.86,1.00,FIX,FIX
100704,317.08,140.12,1.00,FIX,FIX
102706,316.99,140.36,1.00,FIX,FIX
104712,317.00,140.28,1.00,FIX,FIX
106708,317.10,140.12,1.00,FIX,FIX
108709,316.94,139.89,1.00,FIX,FIX
110713,317.09,139.81,1.00,FIX,FIX
112712,316.97,139.69,1.00,FIX,FIX
114717,316.87,139.71,1.00,FIX,FIX
116714,316.76,140.01,1.00,FIX,FIX
118710,316.60,139.86,1.00,FIX,FIX
120713,316.64,139.69,1.00,FIX,FIX
122710,316.71,139.82,1.00,FIX,FIX
124721,316.48,139.99,1.00,FIX,FIX
126720,316.60,140.12,1.00,FIX,FIX
128719,316.75,140.31,1.00,FIX,FIX
130717,316.65,140.32,1.00,FIX,FIX
132719,316.16,140.29,1.00,FIX,FIX
134721,316.28,140.07,1.00,FIX,FIX
136720,316.21,140.27,1.00,FIX,FIX
138722,316.14,140.23,1.00,FIX,FIX
140726,316.14,140.21,1.00,FIX,FIX
142723,315.94,140.27,1.00,FIX,FIX
144723,315.99,140.56,1.00,FIX,FIX
146721,315.95,140.47,1.00,FIX,FIX
148724,315.88,139.97,1.00,FIX,FIX
150723,316.01,139.98,1.00,FIX,FIX
152721,316.02,140.06,1.00,FIX,FIX
154728,316.00,140.17,1.00,FIX,FIX
156727,315.84,140.32,1.00,FIX,FIX
158726,315.99,139.99,1.00,FIX,FIX
160727,315.88,140.07,1.00,FIX,FIX
162728,315.96,140.10,1.00,FIX,FIX
164735,316.21,140.25,1.00,FIX,FIX
166730,315.86,140.42,1.00,FIX,FIX
168741,316.06,140.43,1.00,FIX,FIX
170730,315.96,140.13,1.00,FIX,FIX
172732,315.94,140.12,1.00,FIX,FIX
174739,315.84,140.13,1.00,FIX,FIX
176735,315.74,140.51,1.00,FIX,FIX
178739,316.00,140.89,1.00,FIX,FIX
180735,316.10,140.91,1.00,FIX,FIX
182738,315.95,140.36,1.00,FIX,FIX
184742,315.90,140.55,1.00,FIX,FIX
186741,315.85,140.60,1.00,FIX,FIX
188740,316.19,140.76,1.00,FIX,FIX
190742,316.11,140.44,1.00,FIX,FIX
192738,316.36,140.29,1.00,FIX,FIX
194745,316.14,140.44,1.00,FIX,FIX
196740,316.02,140.99,1.00,FIX,FIX
198742,315.78,140.87,1.00,FIX,FIX
200740,315.77,140.66,1.00,FIX,FIX
202741,315.87,140.64,1.00,FIX,FIX
204749,316.02,140.37,1.00,FIX,FIX
206748,316.14,140.02,1.00,FIX,FIX
208745,316.19,140.48,1.00,FIX,FIX
210743,316.25,140.39,1.00,FIX,FIX
212743,316.16,140.75,1.00,FIX,FIX
214746,316.38,140.72,1.00,FIX,FIX
216750,316.42,140.50,1.00,FIX,FIX
218747,316.41,140.52,1.00,FIX,FIX
220748,316.28,140.62,1.00,FIX,FIX
222747,316.23,140.59,1.00,FIX,FIX
224755,316.31,140.78,1.00,FIX,FIX
226758,316.26,141.06,1.00,FIX,FIX
228757,316.01,141.37,1.00,FIX,FIX
230756,316.06,141.35,1.00,FIX,FIX
232758,315.86,141.72,1.00,FIX,FIX
234761,315.99,141.47,1.00,FIX,FIX
236754,316.22,141.36,1.00,FIX,FIX
