@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
23,321.62,146.74,1.00,FIX,FIX
2027,321.90,147.07,1.00,FIX,FIX
4033,321.59,148.27,1.00,FIX,FIX
6033,321.77,148.14,1.00,FIX,FIX
8030,321.18,147.21,1.00,FIX,FIX
10029,320.85,147.00,1.00,FIX,FIX
12026,320.69,147.84,1.00,FIX,FIX
14028,320.40,148.51,1.00,FIX,FIX
16026,320.55,148.66,1.00,FIX,FIX
18025,320.10,148.78,1.00,FIX,FIX
20030,320.30,149.04,1.00,FIX,FIX
22029,319.76,149.41,1.00,FIX,FIX
24033,319.52,149.18,1.00,FIX,FIX
26026,319.42,148.43,1.00,FIX,FIX
28033,319.11,148.95,1.00,FIX,FIX
30047,319.58,148.88,1.00,FIX,FIX
33121,319.45,149.48,1.00,FIX,FIX
34036,319.26,149.46,1.00,FIX,FIX
36035,319.01,149.50,1.00,FIX,FIX
38034,318.81,149.73,1.00,FIX,FIX
40038,318.71,149.94,1.00,FIX,FIX
42037,318.92,150.24,1.00,FIX,FIX
44036,318.98,150.10,1.00,FIX,FIX
46034,318.91,149.36,1.00,FIX,FIX
48035,319.07,149.16,1.00,FIX,FIX
50041,319.21,149.10,1.00,FIX,FIX
52044,318.73,149.18,1.00,FIX,FIX
54044,319.01,148.93,1.00,FIX,FIX
56042,318.75,148.68,1.00,FIX,FIX
58046,318.73,148.67,1.00,FIX,FIX
60050,318.75,148.89,1.00,SACCADE,FIX
62048,318.98,148.72,1.00,SACCADE,FIX
64046,319.06,148.95,1.00,SACCADE,FIX
66047,319.18,149.66,1.00,SACCADE,SACCADE
68047,319.96,149.60,1.00,SACCADE,SACCADE
70052,323.89,149.35,1.00,SACCADE,SACCADE
73147,328.67,148.80,1.00,SACCADE,SACCADE
74053,329.75,148.67,1.00,SACCADE,SACCADE
76047,330.55,147.93,1.00,SACCADE,SACCADE
78048,331.11,147.17,1.00,SACCADE,SACCADE
80052,332.23,147.55,1.00,SACCADE,SACCADE
82052,335.20,147.68,1.00,SACCADE,SACCADE
84051,339.67,147.94,1.00,SACCADE,SACCADE
86052,342.00,147.66,1.00,SACCADE,SACCADE
88050,342.38,147.52,1.00,SACCADE,SACCADE
90054,342.87,148.01,1.00,SACCADE,SACCADE
92057,342.75,147.31,1.00,SACCADE,FIX
94058,342.11,146.98,1.00,SACCADE,FIX
96057,342.14,147.25,1.00,SACCADE,FIX
98056,342.22,146.83,1.00,FIX,FIX
100059,342.05,146.55,1.00,FIX,FIX
102058,341.85,147.60,1.00,FIX,FIX
104057,341.76,147.32,1.00,FIX,FIX
106060,341.30,147.91,1.00,FIX,FIX
108057,341.04,148.00,1.00,FIX,FIX
110062,341.13,148.39,1.00,FIX,FIX
112080,340.98,147.73,1.00,FIX,FIX
114063,340.81,148.18,1.00,FIX,FIX
116065,340.90,148.49,1.00,FIX,FIX
118062,340.63,148.06,1.00,FIX,FIX
120065,340.66,148.31,1.00,FIX,FIX
122066,340.80,148.19,1.00,FIX,FIX
124065,340.87,147.88,1.00,FIX,FIX
126065,341.14,148.06,1.00,FIX,FIX
128065,340.85,148.27,1.00,FIX,FIX
130070,341.00,147.45,1.00,FIX,FIX
132071,341.00,147.41,1.00,FIX,FIX
134072,340.76,147.99,1.00,FIX,FIX
136067,340.37,147.58,1.00,FIX,FIX
138068,340.08,148.24,1.00,FIX,FIX
