@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
655,277.17,94.20,1.00,SP,FIX
2654,277.00,94.57,1.00,SP,FIX
4655,276.84,94.48,1.00,SP,FIX
6655,277.00,94.83,1.00,SP,FIX
8658,276.88,94.90,1.00,SP,FIX
10657,276.83,95.16,1.00,SP,FIX
12664,276.60,95.36,1.00,SP,FIX
14659,276.91,95.59,1.00,SP,FIX
16662,277.44,95.87,1.00,SP,FIX
18659,277.42,96.38,1.00,SP,FIX
20662,277.38,96.77,1.00,SP,FIX
22663,277.62,96.67,1.00,SP,FIX
24666,277.77,96.61,1.00,SP,FIX
26664,278.09,96.86,1.00,SP,FIX
28660,278.16,97.38,1.00,SP,FIX
30680,278.24,97.52,1.00,SP,FIX
32666,278.03,97.64,1.00,SP,FIX
34663,277.74,97.85,1.00,SP,FIX
36665,277.74,97.89,1.00,SP,FIX
38664,277.91,97.89,1.00,SP,FIX
40676,278.14,97.98,1.00,SP,FIX
42672,278.30,97.87,1.00,SP,FIX
44668,278.31,97.87,1.00,SP,FIX
46666,278.46,97.58,1.00,SP,FIX
48669,278.13,97.55,1.00,SP,FIX
50673,278.07,97.37,1.00,SP,FIX
52670,278.06,97.29,1.00,SP,FIX
54671,278.20,97.76,1.00,SP,FIX
56671,278.10,97.69,1.00,SP,FIX
58673,278.12,98.08,1.00,SP,FIX
60676,278.31,97.99,1.00,SP,FIX
62675,278.49,97.31,1.00,SP,FIX
64676,278.50,97.44,1.00,SP,FIX
66677,278.40,97.85,1.00,SP,FIX
68673,278.60,98.18,1.00,SP,FIX
70680,278.55,98.36,1.00,SP,FIX
72687,278.61,98.32,1.00,SP,FIX
74675,278.73,98.36,1.00,SP,FIX
76677,278.72,98.52,1.00,SP,FIX
78678,278.86,98.01,1.00,SP,FIX
80688,278.46,97.88,1.00,SP,FIX
82682,278.29,97.70,1.00,SP,FIX
84686,278.42,97.55,1.00,SP,FIX
86681,278.43,97.52,1.00,SP,FIX
88682,278.36,97.74,1.00,SP,FIX
90687,278.76,97.62,1.00,SP,FIX
92686,278.97,97.56,1.00,SP,FIX
94684,279.31,97.65,1.00,SP,FIX
96688,279.11,97.46,1.00,SP,FIX
98686,279.09,97.44,1.00,SP,FIX
100689,278.91,96.91,1.00,SP,FIX
102690,278.90,97.34,1.00,SP,FIX
104687,279.04,97.26,1.00,SP,FIX
106692,279.07,96.73,1.00,SP,FIX
108691,278.86,96.50,1.00,SP,FIX
110693,278.74,96.44,1.00,SP,FIX
112710,278.51,96.10,1.00,SP,FIX
114698,278.58,95.75,1.00,SP,FIX
116699,278.41,95.93,1.00,SP,FIX
118692,278.38,95.64,1.00,SP,FIX
120697,278.52,95.86,1.00,SP,FIX
122697,278.63,96.17,1.00,SP,FIX
124695,278.36,96.54,1.00,SP,FIX
126696,278.00,96.47,1.00,SP,FIX
128694,277.67,95.99,1.00,SP,FIX
130696,277.61,95.81,1.00,SP,FIX
132701,277.53,95.42,1.00,SP,FIX
134698,277.56,95.68,1.00,SP,FIX
136697,277.68,95.54,1.00,SP,FIX
138705,277.64,95.57,1.00,SP,FIX
140702,277.30,95.45,1.00,SP,FIX
142705,277.34,95.11,1.00,SP,FIX
144704,277.17,95.09,1.00,SP,FIX
146702,277.33,95.35,1.00,SP,FIX
148703,277.18,95.20,1.00,SP,FIX
150705,277.15,95.34,1.00,SP,FIX
152705,277.09,95.33,1.00,SP,FIX
154713,276.94,95.08,1.00,SP,FIX
156710,277.01,95.49,1.00,SP,FIX
158708,276.81,95.42,1.00,SP,FIX
