@RELATION gaze_labels

%@METADATA width_px 656
%@METADATA height_px 288
%@METADATA width_mm 475.00
%@METADATA height_mm 208.00
%@METADATA distance_mm 600.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller_1 {UNKNOWN,FIX,SACCADE,SP,NOISE}
@ATTRIBUTE handlabeller_final {UNKNOWN,FIX,SACCADE,SP,NOISE}

@DATA
690,315.27,153.22,1.00,FIX,FIX
2687,315.78,153.35,1.00,FIX,FIX
4686,314.93,153.34,1.00,FIX,FIX
6681,314.89,153.50,1.00,FIX,FIX
8688,314.91,153.96,1.00,FIX,FIX
10694,314.80,154.04,1.00,FIX,FIX
12690,315.04,153.80,1.00,FIX,FIX
14685,315.17,153.40,1.00,FIX,FIX
16689,315.20,153.10,1.00,FIX,FIX
18688,315.28,153.19,1.00,FIX,FIX
20691,315.01,153.14,1.00,FIX,FIX
22694,314.85,153.11,1.00,FIX,FIX
24694,314.86,152.60,1.00,FIX,FIX
26691,314.63,153.03,1.00,FIX,FIX
28690,315.02,153.28,1.00,FIX,FIX
30692,315.24,153.54,1.00,FIX,FIX
32722,315.12,153.95,1.00,FIX,FIX
34694,314.81,154.08,1.00,FIX,FIX
36693,314.56,154.01,1.00,FIX,FIX
38704,314.58,153.90,1.00,FIX,FIX
40699,314.53,153.87,1.00,FIX,FIX
42695,314.86,154.14,1.00,FIX,FIX
44699,314.09,153.89,1.00,FIX,FIX
46699,314.35,153.85,1.00,FIX,FIX
48698,314.55,154.04,1.00,FIX,FIX
50700,314.63,153.87,1.00,FIX,FIX
52706,314.81,154.22,1.00,FIX,FIX
54702,315.01,154.21,1.00,FIX,FIX
56704,315.36,154.32,1.00,FIX,FIX
58713,315.34,154.10,1.00,FIX,FIX
60706,314.83,153.94,1.00,FIX,FIX
62707,314.76,154.18,1.00,FIX,FIX
64707,314.39,154.36,1.00,FIX,FIX
66706,315.00,155.06,1.00,FIX,FIX
68706,315.63,155.03,1.00,FIX,FIX
70717,315.58,154.98,1.00,FIX,FIX
72731,315.88,154.40,1.00,FIX,FIX
74706,316.28,154.67,1.00,FIX,FIX
76713,316.55,155.49,1.00,FIX,FIX
78710,316.55,155.74,1.00,FIX,FIX
80714,316.85,156.08,1.00,FIX,FIX
82713,316.94,155.88,1.00,FIX,FIX
84713,317.22,155.65,1.00,FIX,FIX
86713,317.37,155.63,1.00,FIX,FIX
88713,317.09,156.05,1.00,FIX,FIX
90715,317.28,156.41,1.00,FIX,FIX
92713,317.62,156.10,1.00,FIX,FIX
94716,317.78,156.50,1.00,FIX,FIX
96716,317.73,156.46,1.00,FIX,FIX
98715,317.62,156.82,1.00,FIX,FIX
100722,318.00,157.05,1.00,FIX,FIX
102720,318.24,157.76,1.00,FIX,FIX
104720,318.14,158.27,1.00,FIX,FIX
106723,317.84,158.02,1.00,FIX,FIX
108723,318.21,158.25,1.00,FIX,FIX
